time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Class
0.017,0.554,0.794,0.168,0.175,0.459,0.264,0.339,0.027,0.000
0.136,0.623,0.316,0.022,0.298,0.666,0.913,0.175,0.917,0.000
0.380,0.262,0.707,0.086,0.035,0.251,0.253,0.339,0.148,0.000
0.122,0.672,0.554,0.443,0.491,0.560,0.324,0.005,0.234,0.000
0.227,0.712,0.411,0.076,0.158,0.203,0.250,0.383,0.388,0.000
0.075,0.313,0.691,0.114,0.018,0.125,0.142,0.153,0.119,0.000
0.142,0.845,0.521,0.022,0.123,0.022,0.182,0.317,0.323,0.000
0.042,0.501,0.664,0.070,0.018,0.040,0.000,0.366,0.428,0.000
0.055,0.562,0.505,0.130,0.000,0.086,0.261,0.311,0.352,0.000
0.145,0.810,0.879,0.146,0.263,0.431,0.520,0.339,0.000,0.000
0.079,0.494,0.771,0.168,0.246,0.222,0.560,0.459,0.101,0.000
0.226,0.445,0.777,0.173,0.140,0.219,0.417,0.437,0.129,0.000
0.038,0.483,0.394,0.173,0.211,0.466,0.605,0.038,0.066,0.000
0.103,0.418,0.763,0.222,0.421,0.550,0.520,0.126,0.060,0.000
0.278,0.436,0.737,0.178,0.211,0.090,0.056,0.432,0.325,0.000
0.063,0.498,0.695,0.092,0.070,0.086,0.240,0.344,0.272,0.000
0.074,0.714,0.806,0.076,0.316,0.141,0.321,0.454,0.075,0.000
0.078,0.496,0.551,0.059,0.053,0.195,0.151,0.126,0.214,0.000
0.282,0.536,0.964,0.086,0.140,0.310,0.431,0.514,0.098,0.000
0.054,0.771,0.692,0.281,0.667,0.562,0.122,0.164,0.153,0.000
0.227,0.632,0.530,0.011,0.316,0.323,0.131,0.191,0.653,0.000
0.047,0.455,0.977,0.319,0.421,0.490,0.592,0.339,0.078,0.000
0.004,0.535,0.479,0.146,0.211,0.268,0.147,0.393,0.343,0.000
0.059,0.315,0.717,0.314,0.351,0.464,0.548,0.197,0.103,0.000
0.068,0.717,0.843,0.162,0.035,0.398,0.355,0.311,0.181,0.000
0.073,0.623,0.512,0.059,0.035,0.111,0.001,0.328,0.371,0.000
0.002,0.372,0.641,0.297,0.368,0.179,0.001,0.224,0.008,0.000
0.075,0.466,0.973,0.130,0.035,0.326,0.523,0.574,0.219,0.000
0.064,0.514,0.610,0.092,0.193,0.189,0.010,0.235,0.748,0.000
0.085,0.821,0.396,0.108,0.123,0.497,0.793,0.044,0.353,0.000
0.061,0.450,0.865,0.146,0.579,0.408,0.386,0.366,0.267,0.000
0.057,0.342,0.661,0.076,0.105,0.009,0.365,0.749,0.428,0.000
0.025,0.381,0.618,0.059,0.000,0.172,0.119,0.202,0.343,0.000
0.007,0.715,0.257,0.065,0.123,0.169,0.522,0.126,0.363,0.000
0.009,0.717,0.931,0.103,0.263,0.275,0.562,0.219,0.144,0.000
0.069,0.555,0.933,0.162,0.175,0.006,0.236,0.486,0.637,0.000
0.305,0.742,0.475,0.395,0.912,0.832,0.565,0.164,0.186,0.000
0.149,0.482,0.616,0.205,0.421,0.511,0.538,0.098,0.091,0.000
0.074,0.717,0.089,0.124,0.140,0.287,0.790,0.027,0.186,0.000
0.085,0.542,0.823,0.081,0.053,1.000,0.031,0.213,0.698,0.000
0.090,0.472,0.631,0.146,0.175,0.270,0.629,0.087,0.473,0.000
0.056,0.189,0.378,0.168,0.018,0.446,0.864,0.005,0.124,0.000
0.070,0.481,0.568,0.119,0.281,0.345,0.366,0.361,0.320,0.000
0.091,0.769,0.797,0.092,0.281,0.335,0.265,0.361,0.066,0.000
0.125,0.583,0.655,0.108,0.404,0.302,0.327,0.372,0.292,0.000
0.076,0.774,0.568,0.005,0.123,0.089,0.253,0.322,0.285,0.000
0.133,0.319,0.967,0.151,0.035,0.389,0.500,0.361,0.141,0.000
0.073,0.743,0.683,0.092,0.614,0.209,0.344,0.311,0.114,0.000
0.061,0.547,0.885,0.005,0.105,0.064,0.237,0.372,0.370,0.000
0.014,0.568,0.705,0.173,0.491,0.380,0.517,0.104,0.041,0.000
0.261,0.602,0.565,0.070,0.035,0.109,0.129,0.383,0.342,0.000
0.064,0.434,0.996,0.162,0.474,0.440,0.570,0.208,0.055,0.000
0.065,0.325,0.794,0.005,0.175,0.916,0.338,0.268,0.362,0.000
0.091,0.409,0.501,0.103,0.053,0.373,0.376,0.361,0.206,0.000
0.132,0.465,0.798,0.135,0.439,0.497,0.565,0.224,0.154,0.000
0.041,0.381,0.511,0.141,0.246,0.168,0.545,0.049,0.290,0.000
0.056,0.604,0.140,0.119,0.053,0.159,0.538,0.011,0.375,0.000
0.037,0.632,0.518,0.103,0.316,0.019,0.010,0.350,0.514,0.000
0.080,0.522,0.983,0.022,0.018,0.244,0.258,0.552,0.396,0.000
0.203,0.853,0.571,0.141,0.193,0.265,0.196,0.377,0.289,0.000
0.192,0.519,0.964,0.092,0.035,0.000,0.321,0.809,0.607,0.000
0.073,0.906,0.561,0.005,0.158,0.140,0.068,0.355,0.504,0.000
0.043,0.509,0.848,0.054,0.386,0.264,0.398,0.699,0.184,0.000
0.084,0.840,0.835,0.162,0.035,0.128,0.223,0.732,0.201,0.000
0.118,0.308,0.933,0.022,0.088,0.358,0.210,0.372,0.347,0.000
0.003,0.420,0.673,0.249,0.105,0.495,0.259,0.333,0.030,0.000
0.025,0.587,0.571,0.195,0.211,0.484,0.517,0.131,0.028,0.000
0.044,0.410,0.669,0.292,0.211,0.551,0.570,0.120,0.116,0.000
0.272,0.396,0.813,0.184,0.386,0.488,0.564,0.295,0.096,0.000
0.143,0.500,0.766,0.211,0.228,0.452,0.542,0.109,0.081,0.000
0.032,0.541,0.639,0.054,0.035,0.107,0.074,0.115,0.347,0.000
0.093,0.585,0.347,0.135,0.035,0.511,0.554,0.044,0.033,0.000
0.121,0.874,0.851,0.011,0.105,0.222,0.325,1.000,0.600,0.000
0.093,0.743,0.108,0.168,0.000,0.568,0.533,0.011,0.025,0.000
0.090,0.532,0.525,0.173,0.140,0.520,0.569,0.000,0.012,0.000
0.093,0.530,0.368,0.049,0.035,0.152,0.134,0.322,0.347,0.000
0.142,0.558,0.864,0.276,0.316,0.529,0.594,0.497,0.023,0.000
0.080,0.533,0.107,0.081,0.088,0.119,0.134,0.060,0.254,0.000
0.002,0.443,0.754,0.265,0.158,0.432,0.543,0.240,0.051,0.000
0.501,0.574,0.891,0.200,0.281,0.145,0.371,0.443,0.036,0.000
0.057,0.642,0.968,0.097,0.053,0.259,0.119,0.514,0.728,0.000
0.045,0.343,0.894,0.032,0.088,0.111,0.327,0.503,0.415,0.000
0.062,0.317,0.536,0.168,0.386,0.380,0.041,0.202,0.018,0.000
0.083,0.662,0.348,0.124,0.193,0.069,0.175,0.038,0.940,0.000
0.086,0.350,0.505,0.135,0.140,0.007,0.534,0.022,0.158,0.000
0.223,0.472,0.497,0.211,0.263,0.632,0.501,0.333,0.000,0.000
0.071,0.573,0.534,0.049,0.140,0.104,0.121,0.350,0.214,0.000
0.122,0.561,0.861,0.119,0.456,0.525,0.532,0.175,0.119,0.000
0.101,0.538,0.506,0.038,0.088,0.296,0.284,0.339,0.076,0.000
0.005,0.745,0.199,0.135,0.158,0.502,0.798,0.005,0.370,0.000
0.004,0.355,0.774,0.162,0.526,0.467,0.528,0.191,0.061,0.000
0.189,0.310,0.697,0.162,0.123,0.169,0.388,0.579,0.370,0.000
0.067,0.722,0.899,0.119,0.211,0.453,0.462,0.311,0.032,0.000
0.223,0.487,0.637,0.205,0.018,0.005,0.088,0.486,0.418,0.000
0.123,0.616,0.808,0.038,0.246,0.593,0.199,0.180,0.736,0.000
0.215,0.330,0.389,0.222,0.070,0.466,0.500,0.372,0.126,0.000
0.141,0.559,0.517,0.081,0.263,0.414,0.501,0.399,0.303,0.000
0.094,0.623,0.151,0.130,0.035,0.596,0.704,0.044,0.015,0.000
0.105,0.560,0.335,0.022,0.018,0.169,0.172,0.372,0.365,0.000
0.074,0.537,0.806,0.130,0.386,0.454,0.546,0.104,0.116,0.000
0.062,0.426,0.568,0.130,0.140,0.200,0.001,0.809,0.504,0.000
0.080,0.653,0.806,0.038,0.053,0.196,0.514,0.454,0.176,0.000
0.197,0.636,0.843,0.097,0.175,0.351,0.523,0.240,0.182,0.000
0.054,0.606,0.946,0.022,0.193,0.179,0.281,0.311,0.796,0.000
0.063,0.538,0.518,0.119,0.105,0.418,0.857,0.044,0.395,0.000
0.044,0.344,0.665,0.157,0.088,0.754,0.383,0.169,0.710,0.000
0.010,0.358,0.192,0.184,0.035,0.594,0.645,0.055,0.035,0.000
0.080,0.683,0.246,0.043,0.316,0.162,0.013,0.038,0.899,0.000
0.070,0.666,0.813,0.081,0.158,0.407,0.566,0.202,0.010,0.000
0.096,0.324,0.746,0.135,0.105,0.299,0.460,0.317,0.163,0.000
0.026,0.762,0.570,0.330,0.421,0.419,0.582,0.082,0.131,0.000
0.437,0.495,0.490,0.178,0.193,0.327,0.531,0.082,0.043,0.000
0.045,0.405,0.816,0.184,0.474,0.300,0.429,0.393,0.247,0.000
0.089,0.500,0.565,0.157,0.509,0.475,0.538,0.175,0.036,0.000
0.129,0.170,0.019,0.103,0.035,0.509,0.605,0.016,0.149,0.000
0.081,0.604,0.794,0.108,0.088,0.387,0.409,0.344,0.211,0.000
0.039,0.738,0.663,0.119,0.035,0.130,0.362,0.421,0.287,0.000
0.139,0.616,0.583,0.227,0.333,0.599,0.417,0.525,0.423,0.000
0.068,0.509,0.900,0.065,0.246,0.272,0.122,0.311,0.813,0.000
0.138,0.543,0.686,0.086,0.035,0.135,0.256,0.355,0.317,0.000
0.287,0.797,0.749,0.119,0.123,0.390,0.204,0.415,0.264,0.000
0.054,0.306,0.906,0.146,0.263,0.197,0.463,0.481,0.259,0.000
0.079,0.771,0.517,0.200,0.368,0.420,0.524,0.000,0.066,0.000
0.064,0.525,0.714,0.103,0.035,0.222,0.352,0.333,0.139,0.000
0.077,0.566,0.605,0.276,0.263,0.352,0.584,0.000,0.108,0.000
0.006,0.600,0.814,0.173,0.281,0.394,0.481,0.552,0.023,0.000
0.023,0.547,0.256,0.157,0.333,0.518,0.918,0.022,0.119,0.000
0.085,0.566,0.911,0.065,0.140,0.393,0.496,0.322,0.023,0.000
0.013,0.578,0.817,0.254,0.281,0.131,0.421,0.667,0.438,0.000
0.028,0.555,0.372,0.173,0.000,0.489,0.522,0.033,0.136,0.000
0.081,0.418,0.434,0.119,0.088,0.256,0.542,0.087,0.323,0.000
0.094,0.495,0.791,0.135,0.018,0.281,0.284,0.530,0.333,0.000
0.152,0.529,0.721,0.184,0.421,0.454,0.487,0.322,0.041,0.000
0.082,0.442,0.782,0.016,0.123,0.194,0.112,0.251,0.367,0.000
0.055,0.634,0.262,0.130,0.105,0.572,0.602,0.044,0.390,0.000
0.079,0.716,0.520,0.130,0.018,0.378,0.207,0.475,0.433,0.000
0.149,0.642,0.848,0.211,0.140,0.343,0.425,0.333,0.129,0.000
0.030,0.543,0.531,0.141,0.088,0.483,0.524,0.328,0.159,0.000
0.116,0.702,0.730,0.157,0.281,0.477,0.614,0.131,0.017,0.000
0.160,0.428,0.911,0.200,0.105,0.323,0.412,0.464,0.335,0.000
0.071,0.559,0.656,0.292,0.316,0.440,0.060,0.169,0.081,0.000
0.081,0.733,0.169,0.049,0.140,0.046,0.967,0.175,0.592,0.000
0.082,0.547,0.638,0.141,0.404,0.497,0.566,0.109,0.075,0.000
0.163,0.689,0.695,0.119,0.158,0.140,0.117,0.333,0.439,0.000
0.052,0.376,0.845,0.157,0.175,0.191,0.019,0.322,0.270,0.000
0.054,0.525,0.814,0.114,0.263,0.018,0.270,0.399,0.295,0.000
0.203,0.698,0.343,0.130,0.105,0.223,0.120,0.344,0.425,0.000
0.141,0.513,0.618,0.141,0.105,0.274,0.389,0.541,0.101,0.000
0.245,0.483,0.314,0.178,0.070,0.398,0.948,0.044,0.060,0.000
0.069,0.614,0.605,0.092,0.053,0.590,0.371,0.322,0.436,0.000
0.002,0.425,0.373,0.086,0.105,0.093,0.607,0.153,0.498,0.000
0.232,0.774,0.756,0.065,0.070,0.462,0.311,0.508,0.750,0.000
0.067,0.514,0.565,0.076,0.298,0.305,0.532,0.295,0.146,0.000
0.079,0.346,0.870,0.027,0.105,0.564,0.290,0.169,0.423,0.000
0.313,0.549,0.805,0.238,0.316,0.191,0.302,0.459,0.453,0.000
0.066,0.410,0.141,0.227,0.421,0.302,0.430,0.126,0.104,0.000
0.331,0.340,0.423,0.022,0.298,0.491,0.385,0.060,0.841,0.000
0.549,0.800,0.475,0.081,0.211,0.159,0.144,0.142,0.231,0.000
0.088,0.684,0.472,0.070,0.158,0.128,0.219,0.148,0.692,0.000
0.062,0.331,0.781,0.232,0.053,0.348,0.323,0.519,0.299,0.000
0.074,0.365,0.820,0.124,0.053,0.287,0.418,0.311,0.118,0.000
0.008,0.568,0.757,0.135,0.158,0.489,0.514,0.169,0.274,0.000
0.238,0.526,0.359,0.097,0.088,0.210,0.075,0.109,0.471,0.000
0.037,0.443,0.655,0.168,0.070,0.175,0.089,0.317,0.260,0.000
0.006,0.585,0.530,0.065,0.316,0.102,0.193,0.415,0.542,0.000
0.071,0.549,0.663,0.178,0.070,0.050,0.578,0.388,0.622,0.000
0.070,0.592,0.420,0.043,0.140,0.257,0.256,0.421,0.410,0.000
0.067,0.479,0.783,0.243,0.263,0.315,0.536,0.290,0.086,0.000
0.385,0.403,0.614,0.265,0.211,0.331,0.564,0.284,0.030,0.000
0.093,0.369,0.218,0.162,0.368,0.147,0.305,0.251,0.282,0.000
0.130,0.563,0.714,0.292,0.491,0.529,0.559,0.000,0.104,0.000
0.074,0.659,0.753,0.011,0.088,0.149,0.163,0.158,0.199,0.000
0.085,0.566,0.824,0.168,0.105,0.518,0.514,0.011,0.022,0.000
0.055,0.575,0.905,0.108,0.246,0.473,0.412,0.519,0.224,0.000
0.099,0.518,0.397,0.162,0.140,0.245,0.175,0.093,0.884,0.000
0.001,0.348,0.227,0.151,0.035,0.574,0.514,0.000,0.056,0.000
0.074,0.718,0.128,0.130,0.105,0.452,0.527,0.000,0.114,0.000
0.008,0.285,0.818,0.200,0.123,0.428,0.466,0.454,0.090,0.000
0.247,0.510,0.376,0.162,0.018,0.600,0.597,0.044,0.096,0.000
0.002,0.717,0.439,0.146,0.158,0.300,0.524,0.000,0.307,0.000
0.013,0.803,0.755,0.146,0.070,0.477,0.691,0.066,0.937,0.000
0.026,0.501,0.942,0.065,0.105,0.446,0.393,0.366,0.667,0.000
0.058,0.292,0.774,0.146,0.281,0.334,0.529,0.454,0.119,0.000
0.500,0.505,0.815,0.103,0.193,0.086,0.194,0.350,0.240,0.000
0.122,0.566,0.739,0.081,0.105,0.177,0.333,0.437,0.360,0.000
0.133,0.321,0.380,0.124,0.193,0.180,0.015,0.333,0.710,0.000
0.290,0.520,0.670,0.173,0.053,0.268,0.384,0.344,0.156,0.000
0.152,0.568,0.497,0.281,0.825,0.470,0.560,0.055,0.038,0.000
0.162,0.493,0.638,0.184,0.105,0.049,0.233,0.197,0.332,0.000
0.105,0.583,0.928,0.059,0.105,0.089,0.338,0.399,0.337,0.000
0.098,0.577,0.918,0.119,0.579,0.523,0.520,0.361,0.154,0.000
0.143,0.491,0.622,0.065,0.246,0.291,0.088,0.186,0.254,0.000
0.248,0.532,0.313,0.173,0.088,0.530,0.686,0.011,0.008,0.000
0.357,0.279,0.490,0.027,0.105,0.601,0.649,0.005,0.949,0.000
0.353,0.200,0.552,0.173,0.035,0.289,0.094,0.164,0.511,0.000
0.066,0.397,0.212,0.130,0.018,0.603,0.564,0.016,0.153,0.000
0.004,0.424,0.756,0.195,0.930,0.480,0.504,0.005,0.106,0.000
0.085,0.375,0.524,0.081,0.053,0.358,0.027,0.120,0.287,0.000
0.005,0.531,0.834,0.005,0.053,0.291,0.148,0.350,0.401,0.000
0.057,0.819,0.234,0.162,0.018,0.331,0.644,0.033,0.167,0.000
0.002,0.397,0.591,0.232,0.316,0.135,0.138,0.109,0.061,0.000
0.269,0.672,0.537,0.108,0.018,0.342,0.221,0.393,0.280,0.000
0.077,0.317,0.758,0.076,0.088,0.390,0.196,0.475,0.381,0.000
0.064,0.517,0.259,0.184,0.140,0.481,0.654,0.022,0.250,0.000
0.055,0.622,0.277,0.086,0.246,0.372,0.625,0.011,0.438,0.000
0.221,0.566,0.247,0.168,0.158,0.466,0.652,0.022,0.090,0.000
0.075,0.442,0.746,0.184,0.439,0.571,0.555,0.060,0.068,0.000
0.091,0.500,0.779,0.059,0.035,0.095,0.425,0.858,0.330,0.000
0.007,0.670,0.743,0.205,0.105,0.342,0.547,0.328,0.187,0.000
0.075,0.363,0.216,0.135,0.211,0.456,0.580,0.011,0.264,0.000
0.048,0.503,0.700,0.141,0.211,0.497,0.422,0.934,0.652,0.000
0.086,0.466,0.866,0.232,0.649,0.454,0.571,0.060,0.108,0.000
0.087,0.487,0.411,0.595,0.246,0.828,0.097,0.049,0.166,0.000
0.007,0.545,0.502,0.168,0.421,0.592,0.541,0.060,0.038,0.000
0.293,0.573,0.612,0.092,0.123,0.558,0.138,0.180,0.811,0.000
0.032,0.661,0.191,0.157,0.140,0.293,0.838,0.011,0.323,0.000
0.072,0.903,0.272,0.151,0.263,0.186,0.119,0.191,0.212,0.000
0.127,0.698,0.588,0.119,0.018,0.383,0.267,0.322,0.075,0.000
0.052,0.643,0.869,0.108,0.175,0.077,0.277,0.481,0.307,0.000
0.084,0.580,0.148,0.178,0.018,0.471,0.610,0.005,0.129,0.000
0.072,0.386,0.293,0.135,0.123,0.490,0.834,0.016,0.116,0.000
0.230,0.544,0.663,0.043,0.246,0.018,0.351,0.355,0.444,0.000
0.010,0.303,0.718,0.184,0.333,0.462,0.483,0.328,0.109,0.000
0.012,0.658,0.611,0.341,0.105,0.194,0.291,0.268,0.232,0.000
0.132,0.441,0.829,0.211,0.456,0.469,0.565,0.033,0.090,0.000
0.145,0.694,0.940,0.151,0.298,0.393,0.534,0.197,0.121,0.000
0.045,0.618,0.768,0.038,0.386,0.418,0.110,0.497,0.438,0.000
0.068,0.277,0.803,0.135,0.316,0.562,0.554,0.087,0.078,0.000
0.080,0.470,0.892,0.195,0.509,0.581,0.550,0.388,0.139,0.000
0.076,0.484,0.761,0.016,0.123,0.194,0.032,0.607,0.401,0.000
0.109,0.585,0.722,0.119,0.018,0.097,0.166,0.339,0.396,0.000
0.077,0.855,0.675,0.324,0.421,0.452,0.550,0.038,0.100,0.000
0.071,0.525,0.216,0.157,0.018,0.468,0.897,0.016,0.028,0.000
0.166,0.457,0.943,0.081,0.158,0.006,0.256,0.366,0.444,0.000
0.007,0.633,0.621,0.119,0.035,0.092,0.108,0.355,0.287,0.000
0.050,0.505,0.709,0.162,0.404,0.454,0.518,0.109,0.093,0.000
0.075,0.192,0.680,0.141,0.158,0.055,0.147,0.344,0.529,0.000
0.066,0.575,0.779,0.151,0.175,0.258,0.526,0.158,0.192,0.000
0.006,0.896,0.753,0.097,0.193,0.310,0.247,0.393,0.126,0.000
0.455,0.438,0.614,0.178,0.035,0.212,0.304,0.383,0.498,0.000
0.071,0.650,0.225,0.092,0.175,0.320,0.853,0.027,0.410,0.000
0.148,0.547,0.631,0.178,0.123,0.382,0.319,0.322,0.279,0.000
0.023,0.725,0.292,0.168,0.298,0.573,0.425,0.164,0.891,0.000
0.292,0.273,0.534,0.232,0.123,0.517,0.432,0.366,0.287,0.000
0.051,0.579,0.914,0.157,0.140,0.104,0.267,0.415,0.421,0.000
0.021,0.275,0.759,0.092,0.193,0.212,0.330,0.355,0.066,0.000
0.060,0.801,0.505,0.141,0.000,0.200,0.223,0.350,0.279,0.000
0.003,0.487,0.632,0.103,0.070,0.139,0.688,0.639,0.589,0.000
0.042,0.312,0.828,0.119,0.140,0.303,0.213,0.443,0.075,0.000
0.086,0.466,0.839,0.205,0.702,0.382,0.592,0.093,0.121,0.000
0.206,0.511,0.986,0.124,0.228,0.310,0.316,0.383,0.106,0.000
0.022,0.134,0.879,0.281,0.105,0.153,0.263,0.421,0.282,0.000
0.286,0.547,0.578,0.059,0.526,0.548,0.522,0.093,0.076,0.000
0.083,0.547,0.511,0.108,0.316,0.114,0.409,0.093,0.259,0.000
0.167,0.490,0.634,0.108,0.018,0.025,0.431,0.519,0.287,0.000
0.127,0.394,0.403,0.070,0.070,0.005,0.084,0.443,0.542,0.000
0.080,0.480,0.677,0.119,0.404,0.456,0.534,0.383,0.030,0.000
0.004,0.554,0.466,0.135,0.123,0.259,0.642,0.066,0.237,0.000
0.256,0.817,0.756,0.205,0.333,0.362,0.458,0.410,0.146,0.000
0.078,0.438,0.602,0.200,0.439,0.496,0.520,0.142,0.018,0.000
0.077,0.519,0.331,0.070,0.386,0.014,0.069,0.311,0.395,0.000
0.128,0.274,0.849,0.173,0.070,0.330,0.430,0.311,0.131,0.000
0.001,0.432,0.551,0.103,0.088,0.270,0.073,0.268,0.516,0.000
0.075,0.313,0.973,0.168,0.035,0.373,0.540,0.459,0.269,0.000
0.083,0.538,0.850,0.108,0.211,0.077,0.310,0.803,0.632,0.000
0.483,0.293,0.892,0.135,0.263,0.529,0.534,0.284,0.050,0.000
0.047,0.719,0.941,0.086,0.333,0.174,0.088,0.180,0.731,0.000
0.310,0.467,0.663,0.005,0.193,0.555,0.028,0.158,0.852,0.000
0.085,0.332,0.991,0.227,0.877,0.578,0.523,0.120,0.070,0.000
0.075,0.551,0.643,0.178,0.474,0.539,0.532,0.115,0.093,0.000
0.387,0.764,0.681,0.141,0.526,0.502,0.529,0.115,0.093,0.000
0.073,0.594,0.572,0.146,0.053,0.085,0.167,0.317,0.289,0.000
0.049,0.651,0.540,0.114,0.018,0.286,0.344,0.333,0.262,0.000
0.142,0.402,0.623,0.211,0.123,0.438,0.443,0.383,0.104,0.000
0.060,0.872,0.516,0.130,0.368,0.271,0.296,0.355,0.171,0.000
0.088,0.317,0.646,0.135,0.070,0.221,0.024,0.311,0.058,0.000
0.141,0.547,0.114,0.076,0.140,0.342,0.101,0.038,0.814,0.000
0.066,0.598,0.506,0.092,0.070,0.158,0.438,0.022,0.345,0.000
0.124,0.368,0.683,0.038,0.088,0.044,0.330,0.492,0.250,0.000
0.097,0.466,0.859,0.103,0.053,0.018,0.296,0.869,0.522,0.000
0.055,0.504,0.381,0.162,0.351,0.447,0.528,0.005,0.141,0.000
0.092,0.592,0.814,0.151,0.684,0.460,0.547,0.148,0.083,0.000
0.049,0.661,0.833,0.319,0.614,0.988,0.004,0.934,0.002,0.000
0.075,0.458,0.652,0.189,0.386,0.562,0.518,0.077,0.056,0.000
0.053,0.505,0.700,0.108,0.000,0.271,0.278,0.257,0.247,0.000
0.048,0.540,0.045,0.005,0.246,0.147,0.247,0.230,0.668,0.000
0.051,0.786,0.751,0.092,0.035,0.002,0.297,0.443,0.401,0.000
0.200,0.552,0.969,0.189,0.561,0.442,0.443,0.404,0.018,0.000
0.073,0.409,0.668,0.200,0.456,0.408,0.565,0.235,0.068,0.000
0.058,0.629,0.863,0.108,0.281,0.258,0.364,0.317,0.166,0.000
0.142,0.213,0.741,0.022,0.035,0.312,0.240,0.202,0.421,0.000
0.006,0.486,0.546,0.205,0.070,0.457,0.203,0.350,0.191,0.000
0.269,0.608,0.913,0.205,0.368,0.362,0.550,0.355,0.023,0.000
0.093,0.630,0.377,0.249,0.386,0.334,0.523,0.197,0.192,0.000
0.407,0.358,0.556,0.076,0.140,0.211,0.159,0.475,0.396,0.000
0.002,0.485,0.728,0.400,0.614,0.581,0.622,0.240,0.093,0.000
0.267,0.514,0.456,0.135,1.000,0.422,0.125,0.033,0.158,0.000
0.071,0.226,0.076,0.108,0.018,0.631,0.959,0.033,0.496,0.000
0.095,0.637,0.530,0.173,0.789,0.420,0.429,0.383,0.231,0.000
0.072,0.462,0.784,0.178,0.632,0.432,0.524,0.093,0.111,0.000
0.084,0.402,0.962,0.200,0.596,0.334,0.579,0.098,0.108,0.000
0.088,0.562,0.780,0.189,0.404,0.531,0.545,0.104,0.035,0.000
0.143,0.550,0.893,0.211,0.649,0.496,0.569,0.197,0.033,0.000
0.101,0.505,0.750,0.081,0.105,0.182,0.427,0.251,0.386,0.000
0.107,0.588,0.833,0.005,0.193,0.475,0.227,0.301,0.683,0.000
0.075,0.692,0.520,0.016,0.000,0.785,0.351,0.016,0.982,0.000
0.086,0.736,0.997,0.157,0.105,0.036,0.409,0.995,0.466,0.000
0.089,0.260,0.345,0.130,0.053,0.617,0.898,0.011,0.098,0.000
0.053,0.566,0.774,0.108,0.158,0.109,0.190,0.219,0.116,0.000
0.008,0.839,0.081,0.054,0.263,0.030,0.551,0.131,0.421,0.000
0.075,0.635,0.844,0.173,0.158,0.189,0.348,0.760,0.386,0.000
0.096,0.542,0.136,0.157,0.070,0.515,0.583,0.055,0.023,0.000
0.089,0.490,0.276,0.157,0.105,0.477,0.818,0.005,0.086,0.000
0.119,0.547,0.149,0.097,0.140,0.306,0.577,0.098,0.260,0.000
0.007,0.353,0.184,0.168,0.140,0.548,0.750,0.049,0.005,0.000
0.070,0.712,0.705,0.092,0.456,0.544,0.524,0.066,0.048,0.000
0.288,0.670,0.611,0.195,0.421,0.316,0.099,0.158,0.123,0.000
0.051,0.573,0.758,0.135,0.544,0.271,0.253,0.366,0.191,0.000
0.014,0.676,0.476,0.151,0.772,0.387,0.598,0.180,0.108,0.000
0.214,0.564,0.673,0.157,0.351,0.629,0.528,0.126,0.048,0.000
0.079,0.610,0.985,0.119,0.491,0.070,0.180,0.475,0.149,0.000
0.001,0.742,0.544,0.054,0.070,0.064,0.203,0.317,0.327,0.000
0.063,0.557,0.463,0.065,0.211,0.145,0.075,0.098,0.325,0.000
0.433,0.406,0.544,0.092,0.088,0.193,0.103,0.322,0.259,0.000
0.005,0.439,0.709,0.108,0.070,0.142,0.075,0.366,0.439,0.000
0.003,0.820,0.237,0.130,0.088,0.280,0.546,0.082,0.012,0.000
0.050,0.368,0.171,0.157,0.105,0.128,0.735,0.016,0.310,0.000
0.211,0.441,0.883,0.303,0.228,0.405,0.284,0.475,0.096,0.000
0.069,0.448,0.341,0.124,0.263,0.090,0.680,0.213,0.567,0.000
0.003,0.590,0.359,0.032,0.211,0.211,0.207,0.847,0.499,0.000
0.200,0.615,0.213,0.849,0.070,0.802,0.062,0.044,0.020,0.000
0.117,0.462,0.638,0.043,0.070,0.132,0.327,0.317,0.267,0.000
0.118,0.362,0.947,0.146,0.053,0.077,0.460,0.995,0.431,0.000
0.125,0.621,0.610,0.130,0.088,0.405,0.145,0.311,0.229,0.000
0.063,0.574,0.644,0.130,0.175,0.184,0.151,0.383,0.179,0.000
0.080,0.524,0.637,0.103,0.263,0.075,0.139,0.454,0.411,0.000
0.097,0.597,0.672,0.076,0.070,0.049,0.235,0.328,0.299,0.000
0.117,0.643,0.631,0.146,0.474,0.489,0.593,0.082,0.071,0.000
0.039,0.450,0.705,0.103,0.088,0.263,0.147,0.109,0.287,0.000
0.056,0.434,0.233,0.135,0.246,0.509,0.566,0.000,0.025,0.000
0.218,0.512,0.856,0.086,0.211,0.378,0.131,0.486,0.536,0.000
0.129,0.156,0.539,0.065,0.175,0.051,0.055,0.372,0.411,0.000
0.113,0.403,0.479,0.081,0.211,0.000,0.620,0.011,0.763,0.000
0.122,0.748,0.551,0.092,0.281,0.294,0.188,0.339,0.085,0.000
0.064,0.406,0.673,0.103,0.000,0.039,0.416,0.377,0.222,0.000
0.069,0.887,0.372,0.059,0.263,0.721,0.561,0.530,0.484,0.000
0.080,0.587,0.940,0.222,0.211,0.370,0.511,0.366,0.889,0.000
