bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,3379,R24860,932-029,22-05-2020 10:50,Glu,1,11,2699,2.65,26.52,28.09,7.383,Failed,2.45,0.22,0.6,3.53,309,5.8,1.01
,3388,R24872,932-029,22-05-2020 09:50,Glu,1,2,2843,2.655,26.7,27.88,7.236,Failed,2.42,0.36,3.1,4.18,415,9.4,0.38
,3377,R24858,932-029,22-05-2020 09:42,Glu,8,2,2597,2.33,26.87,27.81,7.056,Failed,2.47,0.24,1,2.05,240,12.1,2.3
,3343,R24803,932-029,21-05-2020 21:14,Glu,8,11,3987,2.606,29.61,25.73,6.323,Failed,2.25,0.34,1.2,1.67,235,5.8,0.91
,3343,R24803,932-029,21-05-2020 20:52,Glu,1,9,4003,2.533,29.02,26.03,7.057,Failed,2.43,0.47,2.1,4.34,282,5.9,0.78
,3305,R24765,932-029,20-05-2020 13:12,Glu,8,14,1313,2.553,28.27,27.26,6.094,Failed,3.55,0.48,2.2,1.62,196,3.8,0.28
,3305,R24765,932-029,20-05-2020 13:10,Glu,7,8,1317,2.585,28.37,27.3,6.326,Failed,3.62,0.46,1.9,1.69,175,4.8,0.38
,3305,R24765,932-029,20-05-2020 13:00,Glu,4,2,1323,2.485,28.32,27.41,5.494,Failed,3.57,0.42,2.4,2.59,337,2.3,0.63
,3305,R24765,932-029,20-05-2020 12:52,Glu,1,3,1326,2.562,28.49,27.49,6.478,Failed,3.58,0.5,3,4.87,170,5.7,0.19
,3356,R24837,932-029,20-05-2020 10:40,Glu,6,9,48,2.444,26.64,28.85,6.604,Failed,3.6,0.55,2.1,1.53,1,4.1,0.05
,3356,R24837,932-029,20-05-2020 10:32,Glu,3,4,50,2.471,26.91,28.77,6.493,Failed,3.6,0.43,1.8,1.16,108,2,0.37
,3356,R24837,932-029,20-05-2020 10:22,Glu,1,2,60,2.563,27.19,28.89,7.268,Failed,3.57,0.52,0.4,1.61,278,6.5,0.61
,3366,R24847,932-029,20-05-2020 09:32,Glu,4,6,268,2.51,26.35,28.62,6.926,Failed,0.6,0.54,1.9,0.12,253,12.2,2.91
,3366,R24847,932-029,20-05-2020 09:22,Glu,2,11,271,2.67,26.47,28.52,6.97,Failed,0.65,0.5,1.7,3.11,61,4.5,0.09
,3364,R24845,932-029,20-05-2020 08:06,Glu,3,1,1331,3.016,27.73,27.72,6.895,Failed,3.58,0.32,0.5,1.71,5,6.8,1.25
,3364,R24845,932-029,20-05-2020 07:44,Glu,1,10,1326,2.74,28.64,27.25,6.607,Failed,3.57,0.21,0.1,1.29,108,6,0.74
,3296,R24756,932-029,20-05-2020 01:18,Glu,8,7,244,2.748,26.48,28.66,6.538,Failed,8.32,0.63,0.6,1.66,228,4.9,1.4
,3296,R24756,932-029,20-05-2020 01:02,Glu,3,7,258,3.039,26.35,28.7,7.041,Failed,3.5,0.06,2.4,10.45,262,11,2.23
,3296,R24756,932-029,20-05-2020 00:56,Glu,1,4,258,2.806,26.35,28.62,6.541,Failed,3.58,0.35,1.8,4.7,16,9.4,0.22
,3334,R24794,932-029,19-05-2020 22:52,Glu,8,12,1446,2.5,27.85,27.55,6.716,Failed,0.6,0.45,1.6,1.42,74,5.4,1.16
,3334,R24794,932-029,19-05-2020 22:30,Glu,3,10,1452,2.558,28.67,26.81,6.584,Failed,0.62,0.52,2.4,1.76,56,5.1,3.23
,3334,R24794,932-029,19-05-2020 22:26,Glu,2,4,1454,2.506,28.7,27.19,6.552,Failed,0.58,0.55,3.3,6.24,320,4.5,0.87
,3334,R24794,932-029,19-05-2020 22:20,Glu,1,4,1435,2.643,27.96,27.41,6.638,Failed,0.6,0.54,1.8,3.77,47,3.1,0.49
,3325,R24785,932-029,18-05-2020 23:02,Glu,7,15,1722,2.6,27.39,27.83,6.058,Failed,49.17,0.19,0.2,3.91,23,1.9,0.53
,3325,R24785,932-029,18-05-2020 23:00,Glu,6,16,1723,2.59,27.46,27.81,5.588,Failed,49.1,0.16,0.6,3.85,21,2.3,0.6
,3325,R24785,932-029,18-05-2020 22:56,Glu,5,3,1728,2.69,27.31,27.76,5.651,Failed,49.07,0.19,0.1,3.92,94,1,0.46
,3312,R24772,932-029,18-05-2020 22:40,Glu,8,7,2405,2.63,27.81,27.56,5.511,Failed,1.52,0.18,0.8,2.62,452,1.8,1.57
,3312,R24772,932-029,18-05-2020 22:26,Glu,3,9,2422,2.63,28.2,27.34,5.921,Failed,1.48,0.16,0.5,2.39,407,3.5,1.14
,3312,R24772,932-029,18-05-2020 22:22,Glu,2,9,2458,2.67,28.23,27.25,5.625,Failed,1.52,0.1,0.7,1.39,424,1.4,0.74
,3312,R24772,932-029,18-05-2020 22:16,Glu,1,10,2462,2.5,28.57,27.12,6.183,Failed,1.52,0.16,1.2,0.93,698,4,2.4
,3281,R24741,932-029,18-05-2020 19:30,Glu,2,4,918,2.699,27.9,28.15,5.872,Failed,0.65,0.12,0.7,2.79,134,5.8,0.94
,3316,R24776,932-029,18-05-2020 13:50,Glu,1,2,1662,2.582,26.35,28.71,6.643,Failed,1.55,0.23,0.1,2.14,272,6.5,0.84
,3293,R24753,932-029,18-05-2020 10:54,Glu,2,1,1091,2.809,26.72,28.04,6.767,Failed,1.55,0.05,0.1,1.14,27,2,1.47
,3311,R24771,932-029,15-05-2020 14:38,Glu,1,6,1503,2.709,27.07,28.13,6.038,Failed,3.23,0.08,0.7,1.29,71,4.1,1.98
,3324,R24784,932-029,15-05-2020 14:18,Glu,3,4,1680,2.786,27.44,27.72,5.302,Failed,1.5,0.22,0.1,3.6,446,0.7,0.06
,3267,R24727,932-029,14-05-2020 16:30,Glu,8,4,5006,2.641,29.73,26.36,6.757,Failed,1.23,0.37,0.5,2.59,365,8.5,0.28
,3267,R24727,932-029,14-05-2020 16:06,Glu,1,5,2850,2.264,29.56,26.77,6.863,Failed,1.4,0.31,1.5,2.95,387,15.4,0.4
,3286,R24746,932-029,14-05-2020 15:20,Glu,3,12,2847,2.406,28.65,27.34,7.071,Failed,1.4,0.22,1.6,2.95,406,5.5,0.18
,3244,R24704,932-029,14-05-2020 04:28,Glu,8,11,2848,2.594,27.39,28.01,6.553,Failed,4.58,0.26,0.6,2.35,305,9.9,0.61
,3244,R24704,932-029,14-05-2020 04:18,Glu,5,7,2861,2.509,27.36,27.92,6.143,Failed,4.6,0.33,0.2,2.7,294,8.3,1.16
,3244,R24704,932-029,14-05-2020 04:12,Glu,3,1,2871,2.476,27.59,27.87,6.564,Failed,4.57,0.39,0.7,3.75,347,7,0.63
,3263,R24723,932-029,14-05-2020 01:12,Glu,1,3,2701,2.65,29.76,25.99,6.43,Failed,3.2,0.24,0.4,3.75,268,5.8,0.1
,3246,R24706,932-029,14-05-2020 01:08,Glu,8,1,4426,2.44,30.5,25.99,6.899,Failed,3.22,0.19,0.1,2.34,180,5.9,1.12
,3283,R24743,932-029,14-05-2020 00:20,Glu,1,2,1321,2.632,27.14,27.72,6.782,Failed,5.92,0.27,0.4,0.85,75,23.7,2.56
,3255,R24715,932-029,14-05-2020 00:02,Glu,3,1,896,2.758,26.32,28.15,6.946,Failed,4.22,0.28,1,4.41,406,2.9,0.19
,3237,R24697,932-029,13-05-2020 17:46,Glu,2,2,1695,2.38,25.83,28.64,6.117,Failed,3.13,0.16,0.2,0.87,214,6.2,1.76
,3252,R24712,932-029,13-05-2020 17:36,Glu,8,15,1278,2.571,25.37,28.54,6.303,Failed,5.9,0.27,1,4.85,433,1,0.22
,3252,R24712,932-029,13-05-2020 17:16,Glu,1,6,529,2.61,25.71,28.48,6.341,Failed,5.93,0.28,0.6,4.31,429,2,0.68
,3229,R24689,932-029,12-05-2020 05:42,Glu,8,16,1191,2.514,30.37,26.66,6.437,Failed,5.18,0.28,2,4.5,424,3.7,0.26
,3229,R24689,932-029,12-05-2020 05:28,Glu,3,15,1197,2.465,29.02,26.88,6.541,Failed,5.17,0.13,0.1,0.66,256,10.2,2.87
,3229,R24689,932-029,12-05-2020 05:20,Glu,1,4,1209,2.534,28.62,27.05,6.235,Failed,5.22,0.22,1.3,4.07,302,7.6,2.07
,3208,R24663,932-029,12-05-2020 03:54,Glu,3,3,1699,2.44,27.04,28.68,5.371,Failed,5.18,0.22,11,2.77,411,1.4,1.32
,3208,R24663,932-029,12-05-2020 03:48,Glu,1,16,1704,2.684,26.7,28.7,6.373,Failed,5.2,0.33,1.3,3.14,441,3.8,0.24
,3199,R24654,932-029,12-05-2020 03:04,Glu,3,10,1237,2.43,27.07,28.59,6.779,Failed,5.23,0.21,2.1,4.97,434,3.3,0.3
,3234,R24694,932-029,12-05-2020 02:26,Glu,8,12,1844,2.472,26.69,28.5,6.295,Failed,4.18,0.25,0.3,2.89,319,6.2,1.23
,3234,R24694,932-029,12-05-2020 02:06,Glu,1,5,1839,2.484,27.12,28.43,6.293,Failed,4.2,0.19,0.3,3.2,295,6.6,1.24
,3225,R24685,932-029,12-05-2020 00:52,Glu,1,4,1459,2.52,27.12,28.43,6.409,Failed,0.47,0.12,0.2,1.87,203,5.2,2.25
,3197,R24652,932-029,12-05-2020 00:26,Glu,1,16,2508,2.617,27.33,28.32,6.355,Failed,5,0.24,3.9,4.17,408,1.5,0.69
,3220,R24680,932-029,11-05-2020 23:22,Glu,8,3,1402,2.678,26.89,28.39,6.113,Failed,0.52,0.08,0.8,2.2,201,7.7,2.47
,3220,R24680,932-029,11-05-2020 23:06,Glu,3,10,2123,2.644,26.87,28.32,5.925,Failed,0.5,0.04,0.1,1.45,135,6.8,2.2
,3220,R24680,932-029,11-05-2020 22:58,Glu,1,2,1415,2.56,27.24,28.29,6.442,Failed,0.52,0.22,1.6,2.96,287,6.6,1.93
,3177,R24632,932-029,11-05-2020 22:30,Glu,8,8,1649,2.63,27.61,28.08,6.599,Failed,3.02,0.26,2.3,4.26,444,2,0.45
,3177,R24632,932-029,11-05-2020 22:08,Glu,1,2,1668,2.67,27.33,28.02,7.036,Failed,3.03,0.27,1.8,2.25,369,7.5,2.53
,3211,R24666,932-029,11-05-2020 18:14,Glu,2,13,1209,2.636,27.19,28.34,6.199,Failed,5.15,0.26,2.7,4.28,404,1.6,0.44
,3222,R24682,932-029,11-05-2020 16:30,Glu,3,2,1844,2.58,27.21,27.74,6.911,Failed,3.02,0.11,0.2,0.81,333,15.7,1.99
,3226,R24686,932-029,11-05-2020 14:58,Glu,3,3,346,2.566,26.52,28.27,6.642,Failed,4.78,0.31,3,5.19,426,2.3,0.31
,3226,R24686,932-029,11-05-2020 14:50,Glu,1,4,375,2.596,26.72,28.2,6.716,Failed,4.78,0.5,2.3,4.76,429,5.9,2.68
,3180,R24635,932-029,11-05-2020 13:56,Glu,1,4,312,2.62,26,28.5,6.655,Failed,3,0.07,1.7,1.07,389,6.8,1.13
,3212,R24667,932-029,11-05-2020 13:26,Glu,2,6,1309,2.556,26.47,28.39,5.941,Failed,3.1,0.21,0.2,1.11,127,1.1,2.68
,3232,R24692,932-029,11-05-2020 12:22,Glu,1,2,1352,2.595,26,28.55,6.437,Failed,0.47,0.14,1.7,2.61,417,5.4,0.88
,3182,R24637,932-029,11-05-2020 11:40,Glu,8,4,1595,2.538,25.53,28.7,6.495,Failed,0.5,0.14,1.8,3.27,433,6.4,0.5
,3182,R24637,932-029,11-05-2020 11:26,Glu,3,2,1609,2.559,25.53,28.62,6.686,Failed,0.5,0.22,2.3,3.91,419,7,0.18
,3182,R24637,932-029,11-05-2020 11:22,Glu,2,9,1610,2.661,25.86,28.61,6.769,Failed,0.48,0.2,2,2.76,425,6.1,0.03
,3181,R24636,932-029,11-05-2020 11:14,Glu,8,13,1162,2.36,25.51,28.55,6.9,Failed,3.03,0.27,1.6,2.86,415,8.3,0.72
,3181,R24636,932-029,11-05-2020 10:50,Glu,1,5,1180,2.42,25.59,28.77,6.483,Failed,3.02,0.23,1.5,3.46,401,4.6,0.95
,3186,R24641,932-029,11-05-2020 10:12,Glu,2,15,1252,2.58,25.46,28.7,6.374,Failed,5.23,0.28,1.6,4.04,411,0.4,0.5
,3184,R24639,932-029,11-05-2020 09:48,Glu,3,14,2349,2.732,25.44,28.61,6.582,Failed,3.08,0.27,2.7,4.19,465,1.5,0.43
,3184,R24639,932-029,11-05-2020 09:46,Glu,2,1,2348,2.794,25.37,28.59,6.803,Failed,3.05,0.29,1.6,4.09,481,2.4,0.1
,3184,R24639,932-029,11-05-2020 09:36,Glu,1,9,2348,2.673,25.64,28.52,6.227,Failed,3.03,1.01,1.5,9.04,1020,5.6,7.93
,3189,R24644,932-029,11-05-2020 08:00,Glu,3,11,1335,2.728,26.35,27.87,6.734,Failed,0.47,0.23,1.1,2.9,412,3.5,0.21
,3189,R24644,932-029,11-05-2020 07:50,Glu,1,2,1340,2.71,26.52,27.78,6.824,Failed,0.47,0.27,1.3,3.95,450,1.8,0.51
,3205,R24660,932-029,11-05-2020 07:46,Glu,8,14,2521,2.613,26.15,27.9,6.64,Failed,4.78,0.3,2.8,5.3,441,0,0.43
,3205,R24660,932-029,11-05-2020 07:20,Glu,2,3,2527,2.61,26.33,27.53,6.798,Failed,4.78,0.35,2.8,5.13,471,0.9,0.45
,3196,R24651,932-029,07-05-2020 18:14,Glu,8,3,2807,2.703,30.93,25.38,6.476,Failed,4.77,0.42,1.9,5.13,327,9.6,2.55
,3196,R24651,932-029,07-05-2020 18:00,Glu,3,6,2836,2.643,30.47,25.59,6.329,Failed,4.77,0.15,1.5,3.55,393,7.3,1.83
,3201,R24656,932-029,07-05-2020 16:08,Glu,3,12,1503,2.422,29.19,26.47,6.313,Failed,4.72,0.09,0,0.37,159,12.7,3.54
,3201,R24656,932-029,07-05-2020 16:04,Glu,2,13,1508,2.458,29.6,26.42,6.601,Failed,4.77,0.51,3.8,4.84,448,4.6,0.15
,3201,R24656,932-029,07-05-2020 16:00,Glu,1,14,1508,2.557,29.7,26.33,6.814,Failed,4.78,0.41,1.5,2.75,378,9.4,1.86
,3202,R24657,932-029,07-05-2020 15:56,Glu,8,12,4772,2.738,29.66,26.42,6.547,Failed,5.17,0.26,2.4,5.4,417,4,0.35
,3202,R24657,932-029,07-05-2020 15:40,Glu,3,12,3354,2.694,30.62,25.8,6.602,Failed,5.15,0.09,0.1,1.79,291,11.8,3.72
,3202,R24657,932-029,07-05-2020 15:32,Glu,1,6,3358,2.601,29.81,26.52,6.559,Failed,5.23,0.36,2.3,4.82,444,4.8,0.32
,3200,R24655,932-029,07-05-2020 14:56,Glu,8,5,2511,2.34,28.4,27.3,6.413,Failed,5.18,0.2,2.3,2.86,386,8.2,0.23
,3200,R24655,932-029,07-05-2020 14:40,Glu,3,13,2533,2.45,27.9,27.44,6.462,Failed,5.18,0.22,2.7,4.14,435,3.8,0.19
,3200,R24655,932-029,07-05-2020 14:36,Glu,2,5,2534,2.59,27.83,27.42,6.246,Failed,5.22,0.3,1.8,4.5,408,3.6,0.1
,3193,R24648,932-029,07-05-2020 11:56,Glu,2,5,3176,2.66,27.16,28.52,6.574,Failed,3.03,0.17,1,2.42,295,8.7,2.18
,3176,R24631,932-029,07-05-2020 09:34,Glu,8,6,2919,2.59,27.85,27.65,6.668,Failed,5.15,0.33,1.7,4.28,418,3.1,0.41
,3176,R24631,932-029,07-05-2020 09:14,Glu,3,7,2929,2.6,27.7,27.49,6.543,Failed,5.2,0.32,1.8,3.87,432,4,0.03
,3176,R24631,932-029,07-05-2020 09:04,Glu,1,3,2220,2.57,28.07,27.41,6.806,Failed,5.17,0.34,2.4,4.33,439,1.9,0.42
,3179,R24634,932-029,07-05-2020 05:30,Glu,3,2,1312,2.49,29.34,26.59,5.827,Failed,5,0.16,0.2,25.31,11,2.6,28.45
,3179,R24634,932-029,07-05-2020 05:20,Glu,1,9,1320,2.76,28.87,26.77,5.745,Failed,5.03,0.13,0.4,0.18,4,5.8,2.19
,3142,R24597,932-029,07-05-2020 03:32,Glu,8,5,4492,2.55,28.18,27.48,6.284,Failed,7.3,0.39,1.5,5.42,393,6.1,0
,3137,R24592,932-029,06-05-2020 23:04,Glu,1,16,6687,2.476,27.59,27.92,6.752,Failed,7.3,0.29,0.1,0.57,295,11.5,4.71
,3141,R24596,932-029,06-05-2020 22:46,Glu,3,6,6741,2.54,28.2,27.64,6.513,Failed,5.17,0.11,0.6,1.5,2,5.7,4.42
,3141,R24596,932-029,06-05-2020 22:38,Glu,1,2,6933,2.56,28.25,27.48,6.984,Failed,5.22,0.3,3.9,4.4,450,6.5,0.26
,3143,R24598,932-029,06-05-2020 22:34,Glu,8,1,5709,2.541,27.17,28.09,5.869,Failed,7.3,0.08,1.2,0.06,151,6.4,2.51
,3163,R24618,932-029,06-05-2020 12:18,Glu,8,6,5758,2.315,28.28,27.46,6.701,Failed,7.32,0.5,0.9,2.7,340,8.2,1.23
,3171,R24626,932-029,06-05-2020 11:26,Glu,2,3,5888,2.339,26.75,28.64,6.367,Failed,7.33,0.43,0.7,4.43,339,6.7,1.73
,3136,R24591,932-029,06-05-2020 11:04,Glu,3,8,5477,2.48,27.17,28.55,6.259,Failed,7.32,0.24,1.5,5.43,106,3.5,3.69
,3136,R24591,932-029,06-05-2020 11:00,Glu,2,16,5482,2.47,27.16,28.52,6.987,Failed,7.32,0.34,2.2,4.18,442,5.4,0.58
,3136,R24591,932-029,06-05-2020 10:50,Glu,1,10,5491,2.15,26.89,28.52,6.635,Failed,7.32,0.36,0.6,2.94,335,10.6,2.59
,3158,R24613,932-029,06-05-2020 06:14,Glu,1,13,1595,2.579,28.39,27.39,5.988,Failed,1.62,0.23,1.4,5.07,408,5.8,0.26
,3156,R24611,932-029,06-05-2020 05:48,Glu,1,15,1954,2.501,29.11,27.05,6.695,Failed,0.57,0.21,1.4,1.18,174,5.9,4.54
,3134,R24589,932-029,06-05-2020 04:14,Glu,8,15,1789,2.58,26.89,28.17,6.435,Failed,0.58,0.29,2.9,4.07,422,3.2,0.22
,3134,R24589,932-029,06-05-2020 03:56,Glu,2,12,1060,2.58,27.39,27.97,6.712,Failed,0.55,0.25,2.7,3.3,411,10.8,3.83
,3134,R24589,932-029,06-05-2020 03:54,Glu,1,16,1062,2.36,27.33,27.94,6.053,Failed,0.57,0.26,1.7,4.18,405,0.8,0.19
,3124,R24570,932-029,05-05-2020 15:14,Glu,8,2,1942,2.32,28.6,27.19,6.776,Failed,1.6,0.25,2,7.19,146,1.8,3.86
,3165,R24620,932-029,05-05-2020 13:46,Glu,2,4,500,2.669,27.12,27.94,6.177,Failed,7.93,0.2,0.2,2.04,314,7.3,1.89
,3165,R24620,932-029,05-05-2020 13:28,Glu,1,1,502,1.578,27.14,28.29,6.021,Failed,7.9,0.39,2.1,4.8,433,3.1,0.25
,3151,R24606,932-029,05-05-2020 11:28,Glu,8,11,1719,2.119,27.39,28.01,5.91,Failed,0.6,0.21,2,4.2,438,0.9,0.72
,3144,R24599,932-029,05-05-2020 10:24,Glu,8,16,2519,2.28,27.58,28.17,5.907,Failed,1.53,0.43,1.2,4.35,415,1.5,0.09
,3144,R24599,932-029,05-05-2020 10:08,Glu,3,7,3244,2.14,26.48,28.55,6.842,Failed,1.53,0.55,1.1,2.93,437,6.1,0.65
,3144,R24599,932-029,05-05-2020 10:06,Glu,2,3,3244,2.11,26.48,28.54,6.564,Failed,1.57,0.8,2.4,4.74,511,7.5,0.75
,3144,R24599,932-029,05-05-2020 10:00,Glu,1,16,3244,2.15,26.89,28.55,6.426,Failed,1.6,0.27,1.7,5.2,483,1.2,0.35
,3107,R24553,932-029,05-05-2020 04:42,Glu,3,12,2748,2.581,27.49,27.94,6.107,Failed,1.58,0.15,2,4.19,110,3.9,5.73
,3107,R24553,932-029,05-05-2020 04:38,Glu,2,3,2749,2.515,27.73,27.92,5.992,Failed,1.57,0.42,0,4.1,412,3.2,0.54
,3128,R24583,932-029,05-05-2020 03:42,Glu,3,4,1632,2.64,26.94,28.17,6.064,Failed,0.53,0.1,0.6,0.98,152,9.1,3
,3127,R24582,932-029,05-05-2020 03:04,Glu,8,1,1586,2.542,27.24,27.78,6.3,Failed,7.18,0.48,0.8,1.45,105,2.3,3.35
,3127,R24582,932-029,05-05-2020 02:40,Glu,1,4,867,2.777,27.7,27.34,6.366,Failed,7.18,0.31,1.3,5.12,406,0.7,0.39
,3173,R24628,932-029,05-05-2020 00:32,Glu,2,3,1096,2.575,25.73,28.68,6.014,Failed,0.5,0.14,0.3,1.09,149,9.5,4.6
,3118,R24564,932-029,04-05-2020 22:54,Glu,8,1,140,2.643,26.57,27.87,6.884,Failed,2.37,0.24,0.3,1.96,247,13,4.31
,3118,R24564,932-029,04-05-2020 22:34,Glu,2,4,143,2.758,27.29,27.49,6.855,Failed,2.35,0.22,0.2,2.02,296,6,2.7
,3095,R24541,932-029,04-05-2020 12:14,Glu,2,16,614,2.626,26.08,28.32,6.36,Failed,7.2,0.26,0.5,4.14,411,6,0.96
,3129,R24584,932-029,04-05-2020 11:00,Glu,2,10,1299,2.406,25.86,28.68,5.959,Failed,7.15,0.18,1.8,2.26,68,1.8,4.38
,3129,R24584,932-029,04-05-2020 10:54,Glu,1,15,1299,2.47,26.22,28.64,5.907,Failed,7.18,0.29,1.6,4.47,430,0.4,0.5
,3153,R24608,932-029,04-05-2020 08:16,Glu,8,5,1300,2.361,26.5,27.9,6.178,Failed,0.47,0.24,1.3,2.19,402,0.9,2.04
,3153,R24608,932-029,04-05-2020 07:58,Glu,3,15,1312,2.349,26.45,27.72,6.125,Failed,0.45,0.23,2.3,4.63,426,1.7,0.36
,3108,R24554,932-029,30-04-2020 18:24,Glu,8,1,5472,2.6,29.55,25.85,6.895,Failed,0.03,0.26,0.5,4.04,428,0.8,0.6
,3093,R24539,932-029,30-04-2020 17:56,Glu,8,16,4584,2.805,28.69,26.21,6.094,Failed,7.17,0.14,0.9,1.74,196,7,2.34
,3093,R24539,932-029,30-04-2020 17:36,Glu,2,15,4636,2.627,29.9,25.92,6.653,Failed,7.17,0.08,1.4,0.15,275,6.5,2.68
,3087,R24533,932-029,30-04-2020 16:10,Glu,8,11,5996,2.547,27.21,27.65,5.605,Failed,7.13,0.18,0.8,2.04,261,6.2,1.84
,3087,R24533,932-029,30-04-2020 15:44,Glu,1,14,4579,2.709,27.48,27.28,6.348,Failed,7.13,0.22,0.7,4.77,449,2.6,0.92
,3147,R24602,932-029,30-04-2020 02:56,Glu,3,4,4041,2.68,30.2,25.59,6.091,Failed,7.28,0.22,0.1,1,281,8.2,3.84
,3147,R24602,932-029,30-04-2020 02:50,Glu,1,5,4057,2.7,29.81,25.69,6.159,Failed,7.32,0.31,0.3,2.05,316,8.6,3.12
,3090,R24536,932-029,30-04-2020 01:30,Glu,8,1,5876,2.57,27.9,27.39,7.06,Failed,0.45,0.14,2.2,1.91,148,2.1,6.87
,3091,R24537,932-029,29-04-2020 22:38,Glu,3,1,4377,2.431,28.67,26.66,6.298,Failed,7.15,0.12,1.4,2.56,260,4.8,3.2
,3096,R24542,932-029,29-04-2020 13:14,Glu,8,12,133,2.793,28.6,26.75,6.855,Failed,0.78,0.22,2.5,2.84,369,6.6,0.99
,3096,R24542,932-029,29-04-2020 12:50,Glu,1,16,138,2.628,28.5,27.25,6.297,Failed,0.77,0.31,2.4,5.07,424,1.1,0.23
,3092,R24538,932-029,29-04-2020 12:22,Glu,1,15,210,2.543,27.51,27.76,6.475,Failed,0.78,0.31,2.3,4.2,386,7.5,2.06
,3086,R24532,932-029,29-04-2020 11:22,Glu,2,12,4750,2.55,27.34,28.17,6.477,Failed,7.3,0.05,0.7,1.39,400,16.4,2
,3099,R24545,932-029,29-04-2020 10:16,Glu,1,8,113,2.589,27.38,27.78,6.635,Failed,0.77,0.21,2.3,3.31,434,5.4,0.74
,3101,R24547,932-029,29-04-2020 06:16,Glu,7,8,1459,2.385,29.18,26.28,5.224,Failed,4.27,0.2,1,4.19,569,0.5,0.46
,3101,R24547,932-029,29-04-2020 06:14,Glu,6,1,1460,2.411,29.24,26.28,5.607,Failed,4.25,0.22,1.3,4.28,454,0.3,0.63
,3101,R24547,932-029,29-04-2020 05:58,Glu,1,10,1466,2.492,29.44,26.22,5.741,Failed,4.27,0.22,1.1,5.16,570,1,0
,3097,R24543,932-029,29-04-2020 05:02,Glu,1,16,4690,2.51,28.81,26.75,6.647,Failed,0.05,0.17,2.2,2.65,38,6.8,6.84
,3077,R24523,932-029,29-04-2020 00:56,Glu,8,2,4691,2.56,27.44,27.64,6.406,Failed,0.57,0.26,0.1,1.36,322,13.4,4.26
,3077,R24523,932-029,29-04-2020 00:34,Glu,1,16,4721,2.52,27.56,27.49,6.908,Failed,0.58,0.21,2.8,4.73,458,6.3,0.18
,3073,R24519,932-029,28-04-2020 22:26,Glu,1,16,311,2.34,28.32,27.02,6.138,Failed,4.28,0.1,0.6,5.31,333,1,6.02
,3066,R24512,932-029,28-04-2020 06:38,Glu,6,10,2683,2.39,27.01,28.25,6.025,Failed,4.3,0.23,1.1,1.54,12,6.1,4.28
,3062,R24508,932-029,28-04-2020 05:46,Glu,8,12,1486,2.591,27.22,28.47,5.637,Failed,3.4,0.14,1,1.78,514,2.6,1.27
,3035,R24481,932-029,27-04-2020 23:50,Glu,2,5,185,2.593,26.11,28.31,7.018,Failed,3.45,0.23,2.2,4.7,404,4,0.39
,3055,R24501,932-029,27-04-2020 08:08,Glu,2,4,1719,2.448,25.64,28.47,6.344,Failed,2.03,0.15,0.3,3.07,21,2.2,1.73
,3051,R24497,932-029,24-04-2020 09:22,Glu,3,3,2529,2.708,25.59,28.71,6.535,Failed,3.4,0.24,0.5,3.47,114,5.7,1.38
,3045,R24491,932-029,24-04-2020 08:52,Glu,5,4,2511,2.668,26.3,28.45,6.637,Failed,4.38,0.2,2.3,2.59,256,6.8,1.76
,3045,R24491,932-029,24-04-2020 08:38,Glu,1,1,2527,2.67,26.27,28.38,6.995,Failed,4.38,0.26,3.5,4.51,412,3.9,0.51
,3026,R24472,932-029,24-04-2020 07:18,Glu,3,3,1584,2.57,27.81,27.21,6.301,Failed,4.68,0.13,0.9,0.02,14,5.8,1.36
,3038,R24484,932-029,23-04-2020 12:46,Glu,8,5,2804,2.348,29.39,26.49,6.79,Failed,4.67,0.11,0.6,0.15,132,12.3,2.53
,3023,R24459,932-029,23-04-2020 00:32,Glu,2,14,3137,3.03,27.06,28.01,6.84,Failed,4.68,0.02,1.2,2.95,87,4.2,2.21
,3021,R24457,932-029,22-04-2020 23:26,Glu,3,8,123,2.189,26.65,28.11,6.659,Failed,2.08,0.24,4.8,12.64,178,1.3,0.24
,3016,R24452,932-029,22-04-2020 22:02,Glu,3,10,1607,2.615,27.09,27.49,5.418,Failed,2.05,0.15,0.5,1.02,105,1.1,1.53
,3006,R24442,932-029,21-04-2020 23:02,Glu,1,4,4460,2.42,26.79,28.01,6.341,Failed,2.1,0.1,0.5,1.38,96,7,1.39
,3005,R24441,932-029,21-04-2020 10:36,Glu,8,9,945,2.571,31.18,26.35,6.053,Failed,7.47,0.18,0.8,1.38,407,1.4,1.69
,2994,R24430,932-029,20-04-2020 23:50,Glu,1,8,1176,2.518,27.02,27.67,5.817,Failed,2.55,0.1,0.8,0.93,111,7,2.12
,2976,R24401,932-029,17-04-2020 09:28,Glu,2,12,820,2.676,26.7,27.87,6.385,Failed,1.82,0.15,0.4,2.1,327,6.1,1.09
,2975,R24400,932-029,17-04-2020 07:48,Glu,8,7,1060,2.642,28.2,26.86,6.281,Failed,7.45,0.21,0.4,0.99,152,7.1,2.13
