bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R28121,932-029,08-02-2021 07:47,Glu,3,2,Approved,4.83,0.14,0.2,5.39,3,1.1,0.61
,R28183,932-029,08-02-2021 07:46,Glu,8,8,Approved,4.82,0.12,0.3,4.05,8,1.2,0.56
,R28183,932-029,08-02-2021 07:46,Glu,3,15,Approved,4.88,0.12,0.1,5.49,38,1.3,0.45
,R28183,932-029,08-02-2021 07:46,Glu,2,5,Approved,4.82,0.13,0.2,5.66,54,0.2,0.08
,R28183,932-029,08-02-2021 07:46,Glu,1,1,Approved,4.8,0.17,0,4.92,148,0.9,0.06
,R28184,932-029,08-02-2021 07:42,Glu,1,8,Approved,4.78,0.08,0.3,5.17,199,0.6,0.53
,R28184,932-029,08-02-2021 07:42,Glu,3,1,Approved,4.67,0.12,0.4,5.57,184,1.2,0.46
,R28184,932-029,08-02-2021 07:42,Glu,8,2,Approved,4.65,0.16,0.6,5.29,139,3.2,0.43
,R28184,932-029,08-02-2021 07:42,Glu,2,13,Approved,4.72,0.12,0.1,5.77,180,0.3,0.01
,R28131,932-029,08-02-2021 07:41,Glu,3,16,Approved,4.85,0.12,0.6,5.15,160,0.1,1.07
,R28131,932-029,08-02-2021 07:41,Glu,1,3,Approved,4.8,0.06,1.3,3.4,177,1.6,2.33
,R28131,932-029,08-02-2021 07:41,Glu,8,2,Approved,4.62,0.15,0.5,5.28,59,0.2,0.12
,R28131,932-029,08-02-2021 07:41,Glu,2,5,Approved,4.57,0.15,0.6,3.87,129,1.1,0.88
,R28179,932-029,08-02-2021 07:41,Glu,8,11,Approved,4.43,0.23,1.3,4.1,400,1.9,0.59
,R28179,932-029,08-02-2021 07:41,Glu,1,8,Approved,4.65,0.2,0.5,4.08,267,0.4,0.09
,R28179,932-029,08-02-2021 07:41,Glu,2,14,Approved,4.82,0.17,0.4,5.11,54,0.6,0.04
,R28179,932-029,08-02-2021 07:41,Glu,3,14,Approved,4.8,0.19,0.4,4.89,59,0.2,0.22
,R28180,932-029,08-02-2021 07:40,Glu,1,2,Approved,4.67,0.17,0.1,4.55,356,0.1,0.2
,R28180,932-029,08-02-2021 07:40,Glu,2,8,Approved,4.68,0.35,0,4.77,307,1.3,0.06
,R28180,932-029,08-02-2021 07:40,Glu,8,14,Approved,4.72,0.07,1.5,0.06,106,4.3,4.43
,R28161,932-029,08-02-2021 07:35,Glu,8,12,Approved,4.52,0.16,0,4.98,86,1.6,0.29
,R28161,932-029,08-02-2021 07:35,Glu,1,8,Approved,4.6,0.14,0.9,4.82,250,0.6,0.45
,R28161,932-029,08-02-2021 07:35,Glu,2,9,Approved,4.57,0.04,0.8,1.78,90,3,1.7
,R28121,932-029,08-02-2021 00:00,Glu,3,2,Approved,4.83,0.14,0.2,5.39,3,1.1,0.61
,R28121,932-029,08-02-2021 00:00,Glu,8,12,Approved,4.8,0.16,0.1,5.49,21,0.6,0.11
,R28183,932-029,08-02-2021 00:00,Glu,8,8,Approved,4.82,0.12,0.3,4.05,8,1.2,0.56
,R28184,932-029,08-02-2021 00:00,Glu,1,8,Approved,4.78,0.08,0.3,5.17,199,0.6,0.53
,R28179,932-029,08-02-2021 00:00,Glu,1,8,Approved,4.65,0.2,0.5,4.08,267,0.4,0.09
,R28121,932-029,08-02-2021 00:00,Glu,2,11,Approved,4.78,0.13,1,5.13,144,3,0.02
,R28161,932-029,08-02-2021 00:00,Glu,1,8,Approved,4.6,0.14,0.9,4.82,250,0.6,0.45
,R28121,932-029,08-02-2021 00:00,Glu,1,4,Approved,4.83,0.2,1,5.35,198,2.6,0.01
,R28131,932-029,08-02-2021 00:00,Glu,3,16,Approved,4.85,0.12,0.6,5.15,160,0.1,1.07
,R28161,932-029,08-02-2021 00:00,Glu,8,12,Approved,4.52,0.16,0,4.98,86,1.6,0.29
,R28179,932-029,08-02-2021 00:00,Glu,2,14,Approved,4.82,0.17,0.4,5.11,54,0.6,0.04
,R28180,932-029,08-02-2021 00:00,Glu,1,2,Approved,4.67,0.17,0.1,4.55,356,0.1,0.2
,R28179,932-029,08-02-2021 00:00,Glu,3,14,Approved,4.8,0.19,0.4,4.89,59,0.2,0.22
,R28184,932-029,08-02-2021 00:00,Glu,3,1,Approved,4.67,0.12,0.4,5.57,184,1.2,0.46
,R28184,932-029,08-02-2021 00:00,Glu,8,2,Approved,4.65,0.16,0.6,5.29,139,3.2,0.43
,R28195,932-029,08-02-2021 00:00,Glu,8,14,Approved,4.87,0.13,0.5,4.89,6,2,1.13
,R28195,932-029,08-02-2021 00:00,Glu,1,5,Approved,4.85,0.15,0.7,5.67,276,0.1,0.07
,R28195,932-029,08-02-2021 00:00,Glu,3,1,Approved,4.83,0.16,0.4,5.37,126,1.6,0.07
,R28131,932-029,08-02-2021 00:00,Glu,1,3,Approved,4.8,0.06,1.3,3.4,177,1.6,2.33
,R28195,932-029,08-02-2021 00:00,Glu,2,9,Approved,4.82,0.16,0.2,5.26,88,1,0
,R28180,932-029,08-02-2021 00:00,Glu,8,14,Approved,4.72,0.07,1.5,0.06,106,4.3,4.43
,R28183,932-029,08-02-2021 00:00,Glu,3,15,Approved,4.88,0.12,0.1,5.49,38,1.3,0.45
,R28184,932-029,08-02-2021 00:00,Glu,2,13,Approved,4.72,0.12,0.1,5.77,180,0.3,0.01
,R28183,932-029,08-02-2021 00:00,Glu,1,1,Approved,4.8,0.17,0,4.92,148,0.9,0.06
,R28183,932-029,08-02-2021 00:00,Glu,2,5,Approved,4.82,0.13,0.2,5.66,54,0.2,0.08
,R28161,932-029,08-02-2021 00:00,Glu,2,9,Approved,4.57,0.04,0.8,1.78,90,3,1.7
,R28179,932-029,08-02-2021 00:00,Glu,8,11,Approved,4.43,0.23,1.3,4.1,400,1.9,0.59
,R28131,932-029,08-02-2021 00:00,Glu,2,5,Approved,4.57,0.15,0.6,3.87,129,1.1,0.88
,R28131,932-029,08-02-2021 00:00,Glu,8,2,Approved,4.62,0.15,0.5,5.28,59,0.2,0.12
,R28180,932-029,08-02-2021 00:00,Glu,2,8,Approved,4.68,0.35,0,4.77,307,1.3,0.06
,R28159,932-029,07-02-2021 11:09,Glu,3,8,Approved,0.62,0.09,1,4.61,71,1.4,0.12
,R28159,932-029,07-02-2021 11:09,Glu,1,15,Approved,0.7,0.12,0.7,5.21,48,1.1,0.19
,R28159,932-029,07-02-2021 11:09,Glu,2,7,Approved,0.62,0.14,0.7,4.93,101,0.4,0.2
,R28159,932-029,07-02-2021 11:09,Glu,8,13,Approved,0.6,0.09,0.3,3.9,179,0.1,0.04
,R28200,932-029,07-02-2021 11:09,Glu,2,5,Approved,0.62,0.05,0.2,2.68,23,3.8,0.74
,R28200,932-029,07-02-2021 11:09,Glu,1,14,Approved,0.68,0.11,0.3,5.24,53,0.4,0.03
,R28200,932-029,07-02-2021 11:09,Glu,3,7,Approved,0.72,0.12,1,5.14,140,1.8,0.19
,R28200,932-029,07-02-2021 11:09,Glu,8,9,Approved,0.65,0.13,0.3,4.92,141,1,0.05
,R28150,932-029,07-02-2021 11:06,Glu,2,16,Approved,0.37,0.17,0.7,4.85,265,1.3,0.13
,R28150,932-029,07-02-2021 11:06,Glu,3,16,Approved,0.65,0.12,0.2,4.57,53,0.1,0.2
,R28150,932-029,07-02-2021 11:06,Glu,8,3,Approved,0.42,0.13,0.7,4.92,143,0.5,0.01
,R28204,932-029,07-02-2021 11:06,Glu,1,9,Approved,0.65,0.13,0.7,4.17,156,1.9,0.07
,R28204,932-029,07-02-2021 11:06,Glu,8,12,Approved,0.67,0.08,0.2,3.15,163,2.2,0.82
,R28204,932-029,07-02-2021 11:06,Glu,2,13,Approved,0.62,0.18,0,4.58,220,0.2,0.64
,R28204,932-029,07-02-2021 11:06,Glu,3,7,Approved,0.63,0.17,0,5.14,17,0.1,0.04
,R28196,932-029,07-02-2021 11:06,Glu,2,4,Approved,0.52,0.14,1,5.2,63,0.4,0.12
,R28196,932-029,07-02-2021 11:06,Glu,3,14,Approved,0.47,0.15,0.7,5.1,103,0.8,0.16
,R28196,932-029,07-02-2021 11:06,Glu,1,8,Approved,0.58,0.18,1.1,5.39,104,0.4,0.28
,R28196,932-029,07-02-2021 11:06,Glu,8,16,Approved,0.45,0.14,0.6,5.56,143,0.4,0.22
,R28192,932-029,07-02-2021 11:05,Glu,2,13,Approved,0.58,0.13,0.7,5.12,275,0.6,0.07
,R28192,932-029,07-02-2021 11:05,Glu,3,8,Approved,0.63,0.15,1,5.28,91,0.4,0.26
,R28192,932-029,07-02-2021 11:05,Glu,1,5,Approved,0.63,0.14,0.9,5.56,117,0.8,0.4
,R28192,932-029,07-02-2021 11:05,Glu,8,16,Approved,0.6,0.13,0.7,5.27,135,0.6,0.29
,R28130,932-029,07-02-2021 11:05,Glu,2,16,Approved,0.58,0.12,0.4,4.18,23,0.8,0.29
,R28130,932-029,07-02-2021 11:05,Glu,3,4,Approved,0.58,0.19,1.2,4.73,194,1.4,0.28
,R28130,932-029,07-02-2021 11:05,Glu,8,10,Approved,0.57,0.17,1.1,3.87,140,3.6,0.74
,R28130,932-029,07-02-2021 11:05,Glu,1,6,Approved,0.58,0.18,0.6,5.47,59,0.9,0.26
,R28204,932-029,07-02-2021 00:00,Glu,2,13,Approved,0.62,0.18,0,4.58,220,0.2,0.64
,R28200,932-029,07-02-2021 00:00,Glu,2,5,Approved,0.62,0.05,0.2,2.68,23,3.8,0.74
,R28130,932-029,07-02-2021 00:00,Glu,1,6,Approved,0.58,0.18,0.6,5.47,59,0.9,0.26
,R28196,932-029,07-02-2021 00:00,Glu,8,16,Approved,0.45,0.14,0.6,5.56,143,0.4,0.22
,R28192,932-029,07-02-2021 00:00,Glu,1,5,Approved,0.63,0.14,0.9,5.56,117,0.8,0.4
,R28200,932-029,07-02-2021 00:00,Glu,8,9,Approved,0.65,0.13,0.3,4.92,141,1,0.05
,R28150,932-029,07-02-2021 00:00,Glu,3,16,Approved,0.65,0.12,0.2,4.57,53,0.1,0.2
,R28196,932-029,07-02-2021 00:00,Glu,1,8,Approved,0.58,0.18,1.1,5.39,104,0.4,0.28
,R28200,932-029,07-02-2021 00:00,Glu,1,14,Approved,0.68,0.11,0.3,5.24,53,0.4,0.03
,R28200,932-029,07-02-2021 00:00,Glu,3,7,Approved,0.72,0.12,1,5.14,140,1.8,0.19
,R28204,932-029,07-02-2021 00:00,Glu,3,7,Approved,0.63,0.17,0,5.14,17,0.1,0.04
,R28204,932-029,07-02-2021 00:00,Glu,8,12,Approved,0.67,0.08,0.2,3.15,163,2.2,0.82
,R28192,932-029,07-02-2021 00:00,Glu,3,8,Approved,0.63,0.15,1,5.28,91,0.4,0.26
,R28159,932-029,07-02-2021 00:00,Glu,3,8,Approved,0.62,0.09,1,4.61,71,1.4,0.12
,R28130,932-029,07-02-2021 00:00,Glu,2,16,Approved,0.58,0.12,0.4,4.18,23,0.8,0.29
,R28204,932-029,07-02-2021 00:00,Glu,1,9,Approved,0.65,0.13,0.7,4.17,156,1.9,0.07
,R28159,932-029,07-02-2021 00:00,Glu,8,13,Approved,0.6,0.09,0.3,3.9,179,0.1,0.04
,R28150,932-029,07-02-2021 00:00,Glu,8,3,Approved,0.42,0.13,0.7,4.92,143,0.5,0.01
,R28130,932-029,07-02-2021 00:00,Glu,3,4,Approved,0.58,0.19,1.2,4.73,194,1.4,0.28
,R28159,932-029,07-02-2021 00:00,Glu,2,7,Approved,0.62,0.14,0.7,4.93,101,0.4,0.2
,R28196,932-029,07-02-2021 00:00,Glu,2,4,Approved,0.52,0.14,1,5.2,63,0.4,0.12
,R28150,932-029,07-02-2021 00:00,Glu,2,16,Approved,0.37,0.17,0.7,4.85,265,1.3,0.13
,R28159,932-029,07-02-2021 00:00,Glu,1,15,Approved,0.7,0.12,0.7,5.21,48,1.1,0.19
,R28192,932-029,07-02-2021 00:00,Glu,8,16,Approved,0.6,0.13,0.7,5.27,135,0.6,0.29
,R28192,932-029,07-02-2021 00:00,Glu,2,13,Approved,0.58,0.13,0.7,5.12,275,0.6,0.07
,R28196,932-029,07-02-2021 00:00,Glu,3,14,Approved,0.47,0.15,0.7,5.1,103,0.8,0.16
,R28130,932-029,07-02-2021 00:00,Glu,8,10,Approved,0.57,0.17,1.1,3.87,140,3.6,0.74
,R28170,932-029,06-02-2021 10:20,Glu,8,16,Approved,0.88,0.16,1.2,4.84,240,0.2,0.23
,R28170,932-029,06-02-2021 10:20,Glu,3,15,Approved,0.88,0.12,0.4,4.44,69,0.4,0.86
,R28170,932-029,06-02-2021 10:20,Glu,2,15,Approved,0.92,0.1,0.3,3.69,106,2.1,1.39
,R28165,932-029,06-02-2021 10:19,Glu,2,9,Approved,0.88,0.14,0.8,4.71,130,2.2,0.12
,R28165,932-029,06-02-2021 10:19,Glu,3,16,Approved,0.78,0.11,0.7,4.69,149,1.4,0.29
,R28165,932-029,06-02-2021 10:19,Glu,1,1,Approved,0.82,0.06,0.2,2.94,53,3.3,1.35
,R28165,932-029,06-02-2021 10:19,Glu,8,14,Approved,0.83,0.11,0.1,4.63,14,1,0.31
,R28146,932-029,06-02-2021 10:16,Glu,3,9,Approved,0.85,0.09,0.4,3.73,116,1.9,1.25
,R28146,932-029,06-02-2021 10:16,Glu,1,9,Approved,0.85,0.03,0,0.92,40,3.2,3.4
,R28146,932-029,06-02-2021 10:16,Glu,8,8,Approved,0.82,0.13,0.6,2.13,53,1.4,2.44
,R28146,932-029,06-02-2021 10:16,Glu,2,5,Approved,0.88,0.09,0,2.95,87,3.7,2.01
,R28157,932-029,06-02-2021 10:16,Glu,1,8,Approved,0.87,0.13,0.6,5.28,23,0.1,0
,R28157,932-029,06-02-2021 10:16,Glu,8,3,Approved,0.83,0.14,1.4,4.98,134,1.5,0.08
,R28157,932-029,06-02-2021 10:16,Glu,3,11,Approved,1.03,0.15,0.9,5.18,45,1.1,0.17
,R28157,932-029,06-02-2021 10:16,Glu,2,7,Approved,0.98,0.13,0.7,5.35,43,0.1,0.43
,R28141,932-029,06-02-2021 10:15,Glu,1,10,Approved,0.93,0.17,1.6,5.2,331,3.9,0.3
,R28141,932-029,06-02-2021 10:15,Glu,8,15,Approved,1.05,0.1,0.7,4.49,195,1.6,0.01
,R28141,932-029,06-02-2021 10:15,Glu,2,2,Approved,1.03,0.13,0.8,5.69,102,0.4,0.22
,R28141,932-029,06-02-2021 10:15,Glu,3,10,Approved,1.07,0.15,1.3,5.28,213,1.7,0.27
,R28138,932-029,06-02-2021 10:13,Glu,1,12,Approved,0.88,0.05,0.8,2.51,251,4,1.57
,R28138,932-029,06-02-2021 10:13,Glu,8,9,Approved,1.08,0.05,0.2,2.52,251,4.6,1.93
,R28138,932-029,06-02-2021 10:13,Glu,3,11,Approved,0.85,0.08,0.4,0.47,114,0.3,1.62
,R28138,932-029,06-02-2021 10:13,Glu,2,14,Approved,1.12,0.09,0.5,1.95,12,1.7,2.25
,R28137,932-029,06-02-2021 10:12,Glu,2,7,Approved,0.98,0.13,0.1,3.28,15,1.5,1.74
,R28137,932-029,06-02-2021 10:12,Glu,3,8,Approved,1.02,0.16,0,4.9,16,0.2,0.5
,R28137,932-029,06-02-2021 10:12,Glu,8,4,Approved,1.05,0.08,0.2,3.54,75,2.1,1.66
,R28137,932-029,06-02-2021 10:12,Glu,1,3,Approved,0.9,0.16,0.3,4.85,34,0.5,0.43
,R28144,932-029,06-02-2021 10:09,Glu,3,15,Approved,1.07,0.07,1.5,6.41,5,0.1,0.1
,R28144,932-029,06-02-2021 10:09,Glu,2,5,Approved,0.8,0.13,1.4,5.93,4,0.6,0.02
,R28144,932-029,06-02-2021 10:09,Glu,1,2,Approved,1,0.08,0.5,0.96,33,2.1,1.8
,R28144,932-029,06-02-2021 10:09,Glu,8,14,Approved,1.05,0.12,1.2,5.27,96,1,0.74
,R28124,932-029,06-02-2021 10:07,Glu,2,8,Approved,0.87,0.11,1,4.57,113,0.9,0.71
,R28124,932-029,06-02-2021 10:07,Glu,8,8,Approved,1.25,0.13,0.7,4.9,32,0.4,0.16
,R28124,932-029,06-02-2021 10:07,Glu,1,14,Approved,1.03,0.12,0.4,4.88,224,0.2,0.24
,R28124,932-029,06-02-2021 10:07,Glu,3,11,Approved,0.9,0.14,0.7,5.43,218,0.1,0.16
,R28123,932-029,06-02-2021 10:07,Glu,2,5,Approved,0.93,0.15,1,5.3,11,0.4,1.09
,R28123,932-029,06-02-2021 10:07,Glu,8,6,Approved,1.02,0.17,1.5,4.93,177,0.5,0.08
,R28123,932-029,06-02-2021 10:07,Glu,1,9,Approved,1.05,0.13,1.3,5.23,119,1,0.14
,R28123,932-029,06-02-2021 10:07,Glu,3,1,Approved,0.98,0.14,1.1,5.57,13,0.6,0.26
,R28170,932-029,06-02-2021 00:00,Glu,8,16,Approved,0.88,0.16,1.2,4.84,240,0.2,0.23
,R28157,932-029,06-02-2021 00:00,Glu,1,8,Approved,0.87,0.13,0.6,5.28,23,0.1,0
,R28124,932-029,06-02-2021 00:00,Glu,3,11,Approved,0.9,0.14,0.7,5.43,218,0.1,0.16
,R28165,932-029,06-02-2021 00:00,Glu,3,16,Approved,0.78,0.11,0.7,4.69,149,1.4,0.29
,R28124,932-029,06-02-2021 00:00,Glu,2,8,Approved,0.87,0.11,1,4.57,113,0.9,0.71
,R28123,932-029,06-02-2021 00:00,Glu,3,1,Approved,0.98,0.14,1.1,5.57,13,0.6,0.26
,R28165,932-029,06-02-2021 00:00,Glu,2,9,Approved,0.88,0.14,0.8,4.71,130,2.2,0.12
,R28138,932-029,06-02-2021 00:00,Glu,2,14,Approved,1.12,0.09,0.5,1.95,12,1.7,2.25
,R28157,932-029,06-02-2021 00:00,Glu,8,3,Approved,0.83,0.14,1.4,4.98,134,1.5,0.08
,R28165,932-029,06-02-2021 00:00,Glu,1,1,Approved,0.82,0.06,0.2,2.94,53,3.3,1.35
,R28144,932-029,06-02-2021 00:00,Glu,2,5,Approved,0.8,0.13,1.4,5.93,4,0.6,0.02
,R28137,932-029,06-02-2021 00:00,Glu,2,7,Approved,0.98,0.13,0.1,3.28,15,1.5,1.74
,R28157,932-029,06-02-2021 00:00,Glu,3,11,Approved,1.03,0.15,0.9,5.18,45,1.1,0.17
,R28138,932-029,06-02-2021 00:00,Glu,3,11,Approved,0.85,0.08,0.4,0.47,114,0.3,1.62
,R28141,932-029,06-02-2021 00:00,Glu,2,2,Approved,1.03,0.13,0.8,5.69,102,0.4,0.22
,R28144,932-029,06-02-2021 00:00,Glu,8,14,Approved,1.05,0.12,1.2,5.27,96,1,0.74
,R28137,932-029,06-02-2021 00:00,Glu,1,3,Approved,0.9,0.16,0.3,4.85,34,0.5,0.43
,R28170,932-029,06-02-2021 00:00,Glu,3,15,Approved,0.88,0.12,0.4,4.44,69,0.4,0.86
,R28124,932-029,06-02-2021 00:00,Glu,8,8,Approved,1.25,0.13,0.7,4.9,32,0.4,0.16
,R28123,932-029,06-02-2021 00:00,Glu,8,6,Approved,1.02,0.17,1.5,4.93,177,0.5,0.08
,R28146,932-029,06-02-2021 00:00,Glu,3,9,Approved,0.85,0.09,0.4,3.73,116,1.9,1.25
,R28141,932-029,06-02-2021 00:00,Glu,8,15,Approved,1.05,0.1,0.7,4.49,195,1.6,0.01
,R28144,932-029,06-02-2021 00:00,Glu,3,15,Approved,1.07,0.07,1.5,6.41,5,0.1,0.1
,R28157,932-029,06-02-2021 00:00,Glu,2,7,Approved,0.98,0.13,0.7,5.35,43,0.1,0.43
,R28141,932-029,06-02-2021 00:00,Glu,3,10,Approved,1.07,0.15,1.3,5.28,213,1.7,0.27
,R28146,932-029,06-02-2021 00:00,Glu,8,8,Approved,0.82,0.13,0.6,2.13,53,1.4,2.44
,R28170,932-029,06-02-2021 00:00,Glu,2,15,Approved,0.92,0.1,0.3,3.69,106,2.1,1.39
,R28123,932-029,06-02-2021 00:00,Glu,1,9,Approved,1.05,0.13,1.3,5.23,119,1,0.14
,R28146,932-029,06-02-2021 00:00,Glu,2,5,Approved,0.88,0.09,0,2.95,87,3.7,2.01
,R28138,932-029,06-02-2021 00:00,Glu,8,9,Approved,1.08,0.05,0.2,2.52,251,4.6,1.93
,R28141,932-029,06-02-2021 00:00,Glu,1,10,Approved,0.93,0.17,1.6,5.2,331,3.9,0.3
,R28165,932-029,06-02-2021 00:00,Glu,8,14,Approved,0.83,0.11,0.1,4.63,14,1,0.31
,R28144,932-029,06-02-2021 00:00,Glu,1,2,Approved,1,0.08,0.5,0.96,33,2.1,1.8
,R28137,932-029,06-02-2021 00:00,Glu,3,8,Approved,1.02,0.16,0,4.9,16,0.2,0.5
,R28137,932-029,06-02-2021 00:00,Glu,8,4,Approved,1.05,0.08,0.2,3.54,75,2.1,1.66
,R28123,932-029,06-02-2021 00:00,Glu,2,5,Approved,0.93,0.15,1,5.3,11,0.4,1.09
,R28146,932-029,06-02-2021 00:00,Glu,1,9,Approved,0.85,0.03,0,0.92,40,3.2,3.4
,R28124,932-029,06-02-2021 00:00,Glu,1,14,Approved,1.03,0.12,0.4,4.88,224,0.2,0.24
,R28138,932-029,06-02-2021 00:00,Glu,1,12,Approved,0.88,0.05,0.8,2.51,251,4,1.57
,R28109,932-029,05-02-2021 07:43,Glu,1,9,Approved,1.77,0.1,1.3,0.37,85,1.1,1.65
,R28109,932-029,05-02-2021 07:43,Glu,3,5,Approved,1.68,0.11,1.4,6.03,62,0.6,0.04
,R28109,932-029,05-02-2021 07:43,Glu,8,6,Approved,1.68,0.15,2.5,4.13,249,3.4,0.13
,R28129,932-029,05-02-2021 07:43,Glu,1,7,Approved,1.75,0.06,0.7,0.39,45,0.7,2.5
,R28129,932-029,05-02-2021 07:43,Glu,2,6,Approved,1.68,0.17,0.5,4.62,123,0.4,0.26
,R28129,932-029,05-02-2021 07:43,Glu,3,13,Approved,1.78,0.16,0.2,5.06,101,0,0.06
,R28129,932-029,05-02-2021 07:43,Glu,8,4,Approved,1.73,0.16,0.4,4.78,139,0.4,0.13
,R28171,932-029,05-02-2021 07:40,Glu,8,2,Approved,1.75,0.18,0.8,5.07,256,0.6,0.31
,R28171,932-029,05-02-2021 07:40,Glu,3,12,Approved,1.72,0.14,0.2,3.59,155,1.1,1.32
,R28171,932-029,05-02-2021 07:40,Glu,1,8,Approved,1.73,0.14,0,4.43,153,0.3,0.58
,R28171,932-029,05-02-2021 07:40,Glu,2,11,Approved,1.7,0.18,0.7,4.97,300,0.5,0.43
,R28122,932-029,05-02-2021 07:40,Glu,2,2,Approved,1.58,0.13,0.6,3.71,95,0.2,0.82
,R28122,932-029,05-02-2021 07:40,Glu,1,15,Approved,1.7,0.08,0.9,3.7,48,0.8,0.96
,R28122,932-029,05-02-2021 07:40,Glu,8,7,Approved,1.75,0.13,0.6,4.88,78,0.5,0.21
,R28122,932-029,05-02-2021 07:40,Glu,3,2,Approved,1.55,0.15,1.2,4.91,8,0.8,0.95
,R28118,932-029,05-02-2021 07:39,Glu,3,16,Approved,1.55,0.13,2.4,4.34,326,3.2,0.5
,R28118,932-029,05-02-2021 07:39,Glu,8,8,Approved,1.55,0.14,0.7,3.55,24,1.6,0.29
,R28118,932-029,05-02-2021 07:39,Glu,1,11,Approved,1.57,0.14,0.8,4.57,27,1,0.11
,R28118,932-029,05-02-2021 07:39,Glu,2,15,Approved,1.65,0.13,1.1,4.36,104,0.5,0.15
,R28168,932-029,05-02-2021 07:39,Glu,2,8,Approved,1.65,0.14,0.8,4.76,67,1,0.62
,R28168,932-029,05-02-2021 07:39,Glu,3,13,Approved,1.72,0.15,1,4.73,19,2.1,0.45
,R28168,932-029,05-02-2021 07:39,Glu,8,4,Approved,1.68,0.13,0.9,3.62,87,4.9,1.53
,R28168,932-029,05-02-2021 07:39,Glu,1,13,Approved,1.7,0.1,0.8,3.65,64,2.8,0.63
,R28162,932-029,05-02-2021 07:38,Glu,8,16,Approved,1.45,0.13,0.2,4.08,55,0.1,0.95
,R28162,932-029,05-02-2021 07:38,Glu,1,1,Approved,1.72,0.12,0.9,3.27,61,1.2,0.64
,R28162,932-029,05-02-2021 07:38,Glu,3,6,Approved,1.43,0.06,0.1,3.6,173,0.3,1.47
,R28162,932-029,05-02-2021 07:38,Glu,2,12,Approved,1.62,0.12,0.6,3.55,82,1.6,0.42
,R28103,932-029,05-02-2021 07:37,Glu,1,14,Approved,1.67,0.03,1.2,2.69,221,3.8,1.77
,R28103,932-029,05-02-2021 07:37,Glu,8,15,Approved,1.7,0.16,0.1,3.91,19,1,0.25
,R28103,932-029,05-02-2021 07:37,Glu,3,4,Approved,1.7,0.13,1.1,4.62,20,0.7,0.64
,R28103,932-029,05-02-2021 07:37,Glu,4,4,Approved,1.77,0.05,0.1,3.16,70,2.5,2.04
,R28085,932-029,05-02-2021 07:36,Glu,1,1,Approved,1.52,0.11,0.9,3.8,35,1.5,0.74
,R28085,932-029,05-02-2021 07:36,Glu,2,3,Approved,1.67,0.14,0.9,5.1,32,0.2,0.06
,R28085,932-029,05-02-2021 07:36,Glu,8,1,Approved,1.53,0,0.6,0.81,49,1.8,2.96
,R28085,932-029,05-02-2021 07:36,Glu,3,8,Approved,1.48,0.11,1.9,4.42,165,1.5,0.12
,R28152,932-029,05-02-2021 07:35,Glu,1,10,Approved,1.67,0.12,1.1,4.67,78,2.2,0.54
,R28152,932-029,05-02-2021 07:35,Glu,2,3,Approved,1.6,0.07,0.1,3.18,266,2.7,2.22
,R28152,932-029,05-02-2021 07:35,Glu,8,12,Approved,1.53,0.09,0.9,4.11,109,2.3,1.02
,R28152,932-029,05-02-2021 07:35,Glu,3,16,Approved,1.55,0.04,0.2,2.76,148,2,1.9
,R28125,932-029,05-02-2021 07:32,Glu,3,1,Approved,1.55,0.08,0.2,0.74,99,3.6,2.43
,R28125,932-029,05-02-2021 07:32,Glu,2,1,Approved,1.43,0.02,1.1,1.54,282,3.8,1.47
,R28125,932-029,05-02-2021 07:32,Glu,8,7,Approved,1.5,0.13,0.4,3.75,108,1.1,0.25
,R28125,932-029,05-02-2021 07:32,Glu,1,8,Approved,1.47,0.11,0.5,3.33,121,1.4,0.43
,R28111,932-029,05-02-2021 07:31,Glu,3,1,Approved,1.65,0.16,2.1,5.09,275,2.6,0.08
,R28111,932-029,05-02-2021 07:31,Glu,2,2,Approved,1.67,0.16,1.2,5.09,64,0.8,0.72
,R28111,932-029,05-02-2021 07:31,Glu,8,1,Approved,1.63,0.1,2.1,3.78,295,2.7,0.32
,R28111,932-029,05-02-2021 07:31,Glu,1,2,Approved,1.67,0.16,2,5.25,89,2.4,0.39
,R28111,932-029,05-02-2021 00:00,Glu,1,2,Approved,1.67,0.16,2,5.25,89,2.4,0.39
,R28103,932-029,05-02-2021 00:00,Glu,8,15,Approved,1.7,0.16,0.1,3.91,19,1,0.25
,R28103,932-029,05-02-2021 00:00,Glu,4,4,Approved,1.77,0.05,0.1,3.16,70,2.5,2.04
,R28103,932-029,05-02-2021 00:00,Glu,3,4,Approved,1.7,0.13,1.1,4.62,20,0.7,0.64
,R28168,932-029,05-02-2021 00:00,Glu,3,13,Approved,1.72,0.15,1,4.73,19,2.1,0.45
,R28109,932-029,05-02-2021 00:00,Glu,1,9,Approved,1.77,0.1,1.3,0.37,85,1.1,1.65
,R28162,932-029,05-02-2021 00:00,Glu,3,6,Approved,1.43,0.06,0.1,3.6,173,0.3,1.47
,R28111,932-029,05-02-2021 00:00,Glu,3,1,Approved,1.65,0.16,2.1,5.09,275,2.6,0.08
,R28162,932-029,05-02-2021 00:00,Glu,2,12,Approved,1.62,0.12,0.6,3.55,82,1.6,0.42
