time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
2496,2.889,5.635,0.23,2.0,4.6,271,0.6,0.07
1792,2.714,6.801,0.29,0.9,3.74,288,6.0,0.95
7298,2.638,7.263,0.3,0.5,3.45,303,2.1,0.76
1321,2.824,6.582,0.18,2.8,4.75,150,0.9,0.5
2906,2.858,6.342,0.33,0.6,4.64,220,1.9,0.35
4265,2.455,5.984,0.26,0.1,4.65,240,0.3,0.48
5766,2.541,5.928,0.16,0.4,4.43,112,0.2,0.18
4387,2.87,6.343,0.24,2.1,4.17,288,0.8,0.06
552,2.378,6.107,0.24,1.6,3.91,226,1.0,0.13
2339,2.601,6.517,0.37,0.6,4.42,141,0.8,0.12
1533,2.51,6.193,0.13,0.2,3.94,209,0.7,0.1
1110,2.568,6.892,0.27,1.5,5.35,356,0.3,0.45
1842,2.621,6.303,0.28,1.2,4.74,99,0.5,0.54
1469,2.588,6.458,0.23,0.8,2.66,300,5.3,1.22
1751,2.93,6.718,0.26,1.2,4.21,295,2.1,0.33
1358,2.437,6.658,0.32,2.2,3.49,311,0.7,0.66
4959,2.641,5.919,0.36,1.0,3.99,58,0.7,0.47
1347,2.569,6.326,0.27,1.0,4.81,193,0.4,0.5
1168,2.652,5.849,0.31,0.8,4.69,170,1.1,0.22
1029,2.788,6.775,0.24,1.9,3.93,260,0.1,0.13
1547,2.527,6.31,0.31,1.1,2.93,48,0.4,0.34
685,2.638,6.117,0.12,1.2,3.65,18,0.9,0.52
16913,2.762,6.417,0.32,1.2,3.03,17,0.9,0.39
1465,2.863,6.202,0.25,2.0,3.35,55,0.6,0.14
955,2.57,6.229,0.24,0.8,4.11,252,0.5,0.24
3561,2.489,5.909,0.32,0.1,2.12,230,3.7,0.54
1322,2.765,5.824,0.25,1.4,4.52,163,0.1,0.2
3235,2.715,6.115,0.29,0.1,4.72,219,0.4,0.08
2856,2.72,6.403,0.37,1.5,4.27,185,0.7,0.12
1256,2.213,6.196,0.32,0.8,4.76,277,4.0,0.45
1618,2.52,6.534,0.32,2.3,5.12,12,2.5,0.58
564,2.646,5.988,0.22,1.3,4.1,216,0.9,0.93
1467,2.8,5.493,0.26,0.2,4.72,54,0.6,0.88
1318,2.563,6.57,0.19,1.8,3.34,223,3.3,1.38
1857,2.54,6.652,0.38,1.4,4.49,326,1.5,0.52
5337,2.682,6.067,0.25,0.2,4.39,140,0.4,1.78
1558,2.7,6.18,0.3,2.0,4.32,126,0.4,0.01
2767,2.45,6.062,0.21,0.6,4.82,212,0.3,0.08
124,2.239,6.615,0.29,1.1,4.03,100,0.6,0.17
1137,2.696,5.574,0.26,1.0,1.98,204,1.1,1.84
1246,2.616,6.315,0.28,0.6,3.62,183,0.2,0.57
181,2.546,6.784,0.29,0.8,4.65,206,0.5,0.44
110,2.553,5.855,0.21,0.9,5.09,103,0.8,0.19
1394,2.731,6.693,0.35,0.2,2.97,222,3.8,1.57
2841,2.881,6.475,0.3,0.4,3.86,211,1.4,0.28
1625,2.355,6.0,0.37,0.5,4.62,143,0.0,0.15
2788,2.901,6.27,0.23,2.0,5.28,312,0.0,0.13
359,1.92,5.425,0.24,0.3,4.45,276,0.7,0.23
1449,2.807,6.474,0.34,1.9,3.94,298,1.2,0.67
2846,2.435,6.853,0.25,0.9,4.43,174,0.7,0.46
1229,2.63,5.564,0.24,0.0,3.94,98,0.4,0.23
1393,2.59,6.155,0.24,0.8,3.21,132,0.5,0.35
1284,2.593,6.41,0.22,0.7,2.92,90,3.4,0.77
1137,2.494,6.235,0.27,0.4,3.79,179,0.8,0.11
4831,2.466,6.253,0.27,0.5,3.79,92,2.8,0.89
2476,2.553,5.904,0.29,1.2,4.52,141,0.2,0.07
1496,2.789,6.512,0.26,0.1,4.42,54,1.3,0.27
1473,2.432,5.824,0.32,0.0,4.74,90,0.5,0.04
35,2.894,6.166,0.22,2.5,4.09,7,0.8,0.46
3302,2.522,5.579,0.26,0.4,4.91,18,0.2,0.25
2730,2.625,5.451,0.3,0.5,4.84,82,0.1,0.33
2022,2.428,5.846,0.37,3.2,4.74,281,0.7,0.34
3193,2.606,6.939,0.31,1.5,3.66,154,4.3,0.19
1431,2.654,6.018,0.32,0.7,4.58,115,0.4,0.06
2728,2.471,6.041,0.31,1.4,4.47,88,0.2,0.47
1660,2.46,5.748,0.29,0.4,4.49,138,0.4,0.07
5287,2.651,6.545,0.25,1.6,4.23,193,0.2,0.35
1437,2.553,6.508,0.37,0.4,3.64,184,3.4,1.85
1773,2.76,6.156,0.27,1.0,3.85,133,1.0,0.17
6816,2.569,6.452,0.29,0.1,3.69,265,1.4,0.14
8742,2.39,6.362,0.27,0.1,4.24,188,0.7,0.31
2606,2.68,5.285,0.21,0.1,5.02,340,0.2,0.99
1472,2.5,7.131,0.31,1.2,4.65,293,1.5,0.09
2240,2.799,6.563,0.27,0.5,4.71,208,2.8,0.06
1407,2.51,6.265,0.24,0.9,4.88,232,0.7,0.35
2283,2.571,5.844,0.33,0.4,3.42,0,0.4,0.42
120,2.559,5.603,0.21,0.1,2.59,77,2.7,1.21
1409,2.75,6.118,0.26,0.3,3.56,69,1.1,1.72
4611,2.719,5.957,0.26,0.6,4.24,46,0.4,0.59
2508,2.601,6.214,0.3,1.6,4.07,165,0.7,0.14
2765,2.557,6.374,0.28,0.2,4.51,209,1.2,0.04
1382,2.689,6.788,0.38,1.9,4.28,290,2.4,0.45
5467,2.831,5.674,0.26,0.6,5.2,37,0.3,0.11
4249,2.599,6.509,0.35,1.2,4.72,67,0.2,0.27
118,2.698,6.243,0.29,1.7,4.71,170,0.4,0.48
1447,2.356,6.152,0.25,0.8,5.13,38,0.3,0.23
1132,2.608,5.922,0.36,0.3,5.25,51,0.1,0.37
1245,2.844,6.242,0.3,2.9,4.21,358,3.0,0.15
1303,2.741,6.253,0.35,1.2,5.3,208,1.0,0.11
4943,2.54,6.179,0.35,1.2,2.79,60,1.2,0.75
5281,2.026,6.619,0.25,1.8,4.97,202,0.8,0.1
1490,2.704,6.935,0.32,0.6,3.2,219,2.1,0.91
566,2.662,5.828,0.25,0.5,3.86,110,0.9,0.57
3848,2.839,6.185,0.26,0.4,3.75,73,0.3,1.16
4070,2.359,6.539,0.32,1.6,5.12,369,0.8,0.5
1991,2.603,6.477,0.26,0.5,2.09,163,4.0,2.42
6835,3.1,6.952,0.31,1.0,3.61,178,2.9,0.08
1589,2.378,5.964,0.22,0.0,4.34,147,0.9,0.3
3355,2.572,5.894,0.26,0.8,4.13,220,1.2,0.37
1947,2.541,5.806,0.23,0.0,3.88,53,0.4,0.79
2500,2.9,6.166,0.3,0.9,2.79,145,1.5,2.11
4293,2.522,6.22,0.24,0.5,4.65,130,0.5,0.41
156,2.95,5.975,0.28,0.7,4.29,343,0.4,0.21
1599,2.49,5.588,0.25,0.8,3.91,181,0.2,0.24
1379,2.564,6.241,0.3,0.0,3.75,74,1.1,0.94
461,2.526,6.43,0.32,0.8,5.29,69,0.5,0.52
4709,2.754,6.306,0.3,0.7,6.2,101,0.3,0.21
1481,2.381,6.456,0.24,0.4,4.62,167,0.3,0.32
1429,2.422,6.517,0.28,1.9,4.21,215,0.2,0.07
1777,2.586,6.432,0.3,1.9,4.53,147,0.8,0.09
1607,2.012,6.208,0.3,1.3,4.65,117,0.2,0.31
4049,2.272,6.084,0.29,0.1,4.36,231,0.2,0.63
1627,2.629,6.8,0.34,1.1,4.22,290,1.2,0.49
416,2.43,6.036,0.25,0.2,3.92,137,1.3,0.56
2372,2.533,7.011,0.25,0.5,4.61,274,0.5,0.5
1581,2.571,6.407,0.3,2.3,4.26,204,2.0,0.24
1006,2.745,6.487,0.29,0.3,3.86,18,0.5,0.06
1494,2.726,6.244,0.21,1.0,4.49,229,0.4,0.89
1527,2.6,6.222,0.37,0.6,3.65,38,0.1,0.1
4413,2.47,5.74,0.16,1.0,2.16,11,1.1,1.16
2831,2.639,6.498,0.24,0.1,3.3,92,2.0,1.89
1001,2.919,6.633,0.28,0.5,3.82,256,1.7,0.46
5021,2.572,6.221,0.32,1.9,2.91,203,3.1,0.17
1050,2.598,6.545,0.41,1.2,5.12,34,0.3,0.08
4293,2.522,6.22,0.24,0.5,4.65,130,0.5,0.41
1153,2.719,6.979,0.29,1.9,4.05,248,1.7,0.18
1207,2.669,6.831,0.42,0.8,3.98,361,3.9,0.28
396,2.85,6.131,0.27,0.3,3.93,21,1.6,0.61
207,2.523,6.092,0.33,0.2,3.77,77,0.6,0.19
3000,2.745,6.26,0.35,0.2,4.48,9,0.5,0.04
544,1.926,6.233,0.25,0.1,3.4,158,0.6,0.62
1382,2.704,6.28,0.23,0.7,3.66,287,3.3,0.14
4570,2.513,5.785,0.26,0.8,4.35,59,0.7,0.04
5872,1.995,6.655,0.28,1.2,4.91,95,0.0,0.24
11546,2.75,6.095,0.32,1.6,4.55,151,0.2,0.02
11017,2.655,6.485,0.3,1.0,5.01,151,0.8,0.78
2434,2.772,6.305,0.33,1.0,3.86,90,0.8,0.09
1141,2.506,6.168,0.35,1.0,4.59,73,0.5,0.35
1634,2.649,6.596,0.23,2.5,3.94,316,2.4,0.63
1398,2.549,5.715,0.29,1.2,3.79,116,0.2,0.41
3291,2.641,5.83,0.25,1.4,5.33,207,0.6,0.29
2768,2.824,6.403,0.19,0.4,3.67,97,1.6,0.69
1510,2.688,6.819,0.34,0.5,4.75,221,0.5,0.53
36,2.655,6.567,0.28,1.8,3.97,72,0.6,0.18
2479,2.801,6.711,0.22,0.2,3.35,280,2.9,0.42
560,2.6,7.149,0.32,0.3,3.28,356,3.4,0.46
1779,2.578,5.618,0.22,0.5,2.54,386,0.9,1.21
1587,2.729,5.748,0.3,0.8,4.43,71,1.1,0.49
165,2.964,6.014,0.26,0.9,3.74,178,2.4,0.14
3750,2.572,6.157,0.33,0.0,4.46,51,0.2,0.69
4209,2.328,6.204,0.26,0.6,2.28,220,1.8,0.18
1543,2.574,6.285,0.47,2.2,4.42,237,2.6,0.11
2987,2.497,5.785,0.26,0.8,4.22,83,0.7,1.03
1874,2.754,6.571,0.42,0.4,4.9,68,1.1,0.4
1632,2.344,5.814,0.34,0.8,3.63,223,0.4,0.29
122,2.776,5.579,0.18,0.7,2.81,321,0.9,1.39
321,2.861,6.701,0.31,0.8,4.03,338,1.7,0.8
2840,2.552,6.69,0.28,0.8,2.41,240,3.1,0.19
3120,2.628,6.221,0.21,1.1,3.93,165,0.5,0.18
2570,2.689,5.5,0.27,0.6,5.4,39,0.9,0.06
10028,2.59,6.29,0.21,1.5,4.18,162,0.1,0.02
1020,2.611,5.764,0.29,1.2,4.42,11,0.6,0.45
3766,2.65,6.786,0.22,0.1,2.09,269,5.1,0.42
3282,2.68,6.619,0.27,0.4,4.98,95,0.7,0.03
1855,2.481,6.219,0.42,1.2,4.31,232,0.8,0.58
1589,2.562,6.227,0.26,0.2,5.1,214,0.0,0.62
907,2.483,5.86,0.31,0.1,4.78,38,0.0,0.18
