time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
0.044,0.343,0.603,0.000,0.000,0.157,0.088,0.754,0.383,0.169,0.711
0.010,0.357,0.167,0.000,3.000,0.184,0.035,0.594,0.645,0.055,0.035
0.078,0.681,0.217,0.000,0.000,0.043,0.316,0.162,0.013,0.038,0.900
0.069,0.664,0.739,0.000,3.000,0.081,0.158,0.407,0.566,0.202,0.010
0.094,0.323,0.677,0.000,4.000,0.135,0.105,0.299,0.460,0.317,0.163
0.025,0.760,0.515,0.000,2.000,0.330,0.421,0.419,0.582,0.082,0.131
0.429,0.494,0.442,0.000,3.000,0.178,0.193,0.327,0.531,0.082,0.043
0.045,0.404,0.742,0.000,2.000,0.184,0.474,0.300,0.429,0.393,0.248
0.087,0.499,0.510,0.000,2.000,0.157,0.509,0.475,0.538,0.175,0.037
0.127,0.169,0.008,0.000,3.000,0.103,0.035,0.509,0.605,0.016,0.150
0.080,0.602,0.722,0.000,4.000,0.108,0.088,0.387,0.409,0.344,0.211
0.038,0.736,0.601,0.000,4.000,0.119,0.035,0.130,0.362,0.421,0.287
0.137,0.614,0.527,0.000,4.000,0.227,0.333,0.599,0.417,0.525,0.424
0.067,0.508,0.819,0.000,0.000,0.065,0.246,0.272,0.122,0.311,0.814
0.135,0.542,0.623,0.000,4.000,0.086,0.035,0.135,0.256,0.355,0.317
0.282,0.795,0.680,0.000,4.000,0.119,0.123,0.390,0.204,0.415,0.264
0.053,0.305,0.824,0.000,4.000,0.146,0.263,0.197,0.463,0.481,0.259
0.077,0.769,0.467,0.000,2.000,0.200,0.368,0.420,0.524,0.000,0.066
0.063,0.524,0.648,0.000,4.000,0.103,0.035,0.222,0.352,0.333,0.140
0.075,0.564,0.548,0.000,3.000,0.276,0.263,0.352,0.584,0.000,0.108
0.005,0.598,0.740,0.000,4.000,0.173,0.281,0.394,0.481,0.552,0.023
0.023,0.546,0.226,0.000,3.000,0.157,0.333,0.518,0.918,0.022,0.120
0.083,0.564,0.829,0.000,4.000,0.065,0.140,0.393,0.496,0.322,0.023
0.013,0.577,0.743,0.000,4.000,0.254,0.281,0.131,0.421,0.667,0.439
0.027,0.553,0.333,0.000,3.000,0.173,0.000,0.489,0.522,0.033,0.136
0.079,0.417,0.390,0.000,3.000,0.119,0.088,0.256,0.542,0.087,0.324
0.093,0.494,0.719,0.000,4.000,0.135,0.018,0.281,0.284,0.530,0.334
0.149,0.528,0.655,0.000,2.000,0.184,0.421,0.454,0.487,0.322,0.042
0.081,0.440,0.711,0.000,0.000,0.016,0.123,0.194,0.112,0.251,0.367
0.054,0.632,0.232,0.000,3.000,0.130,0.105,0.572,0.602,0.044,0.390
0.078,0.714,0.469,0.000,0.000,0.130,0.018,0.378,0.207,0.475,0.434
0.146,0.641,0.771,0.000,4.000,0.211,0.140,0.343,0.425,0.333,0.130
0.030,0.542,0.479,0.000,3.000,0.141,0.088,0.483,0.524,0.328,0.159
0.114,0.700,0.663,0.000,3.000,0.157,0.281,0.477,0.614,0.131,0.017
0.157,0.427,0.830,0.000,4.000,0.200,0.105,0.323,0.412,0.464,0.336
0.070,0.558,0.594,0.000,1.000,0.292,0.316,0.440,0.060,0.169,0.081
0.080,0.731,0.146,0.000,3.000,0.049,0.140,0.046,0.967,0.175,0.593
0.080,0.546,0.578,0.000,2.000,0.141,0.404,0.497,0.566,0.109,0.075
0.160,0.687,0.630,0.000,0.000,0.119,0.158,0.140,0.117,0.333,0.440
0.051,0.375,0.768,0.000,0.000,0.157,0.175,0.191,0.019,0.322,0.271
0.053,0.524,0.740,0.000,4.000,0.114,0.263,0.018,0.270,0.399,0.296
0.200,0.696,0.307,0.000,0.000,0.130,0.105,0.223,0.120,0.344,0.425
0.139,0.512,0.559,0.000,4.000,0.141,0.105,0.274,0.389,0.541,0.101
0.241,0.482,0.280,0.000,3.000,0.178,0.070,0.398,0.948,0.044,0.060
0.067,0.612,0.548,0.000,4.000,0.092,0.053,0.590,0.371,0.322,0.437
0.002,0.424,0.334,0.000,3.000,0.086,0.105,0.093,0.607,0.153,0.498
0.228,0.771,0.687,0.000,0.000,0.065,0.070,0.462,0.311,0.508,0.751
0.066,0.513,0.511,0.000,2.000,0.076,0.298,0.305,0.532,0.295,0.146
0.078,0.345,0.792,0.000,1.000,0.027,0.105,0.564,0.290,0.169,0.424
0.307,0.548,0.732,0.000,0.000,0.238,0.316,0.191,0.302,0.459,0.453
0.064,0.409,0.121,0.000,2.000,0.227,0.421,0.302,0.430,0.126,0.105
0.325,0.339,0.380,0.000,0.000,0.022,0.298,0.491,0.385,0.060,0.842
0.539,0.798,0.428,0.000,0.000,0.081,0.211,0.159,0.144,0.142,0.231
0.086,0.682,0.425,0.000,0.000,0.070,0.158,0.128,0.219,0.148,0.693
0.061,0.330,0.710,0.000,4.000,0.232,0.053,0.348,0.323,0.519,0.299
0.073,0.364,0.746,0.000,4.000,0.124,0.053,0.287,0.418,0.311,0.118
0.008,0.566,0.688,0.000,3.000,0.135,0.158,0.489,0.514,0.169,0.274
0.234,0.525,0.321,0.000,0.000,0.097,0.088,0.210,0.075,0.109,0.472
0.036,0.442,0.593,0.000,4.000,0.168,0.070,0.175,0.089,0.317,0.261
0.006,0.583,0.479,0.000,0.000,0.065,0.316,0.102,0.193,0.415,0.543
0.069,0.548,0.601,0.000,0.000,0.178,0.070,0.050,0.578,0.388,0.623
0.068,0.591,0.377,0.000,0.000,0.043,0.140,0.257,0.256,0.421,0.410
0.066,0.478,0.712,0.000,2.000,0.243,0.263,0.315,0.536,0.290,0.086
0.378,0.402,0.556,0.000,3.000,0.265,0.211,0.331,0.564,0.284,0.030
0.091,0.368,0.191,0.000,4.000,0.162,0.368,0.147,0.305,0.251,0.282
0.128,0.562,0.648,0.000,2.000,0.292,0.491,0.529,0.559,0.000,0.105
0.073,0.658,0.684,0.000,4.000,0.011,0.088,0.149,0.163,0.158,0.199
0.083,0.564,0.749,0.000,3.000,0.168,0.105,0.518,0.514,0.011,0.022
0.054,0.574,0.824,0.000,4.000,0.108,0.246,0.473,0.412,0.519,0.224
0.097,0.516,0.356,0.000,0.000,0.162,0.140,0.245,0.175,0.093,0.885
0.001,0.347,0.199,0.000,3.000,0.151,0.035,0.574,0.514,0.000,0.056
0.073,0.716,0.108,0.000,3.000,0.130,0.105,0.452,0.527,0.000,0.115
0.008,0.284,0.744,0.000,4.000,0.200,0.123,0.428,0.466,0.454,0.090
0.243,0.509,0.336,0.000,3.000,0.162,0.018,0.600,0.597,0.044,0.096
0.002,0.715,0.394,0.000,3.000,0.146,0.158,0.300,0.524,0.000,0.307
0.013,0.801,0.686,0.000,3.000,0.146,0.070,0.477,0.691,0.066,0.939
0.026,0.500,0.858,0.000,0.000,0.065,0.105,0.446,0.393,0.366,0.668
0.057,0.292,0.703,0.000,4.000,0.146,0.281,0.334,0.529,0.454,0.120
0.492,0.503,0.741,0.000,4.000,0.103,0.193,0.086,0.194,0.350,0.241
0.120,0.564,0.671,0.000,4.000,0.081,0.105,0.177,0.333,0.437,0.360
0.131,0.320,0.341,0.000,0.000,0.124,0.193,0.180,0.015,0.333,0.711
0.285,0.518,0.608,0.000,4.000,0.173,0.053,0.268,0.384,0.344,0.156
0.150,0.566,0.448,0.000,2.000,0.281,0.825,0.470,0.560,0.055,0.038
0.159,0.492,0.578,0.000,0.000,0.184,0.105,0.049,0.233,0.197,0.332
0.103,0.581,0.845,0.000,4.000,0.059,0.105,0.089,0.338,0.399,0.337
0.096,0.576,0.836,0.000,2.000,0.119,0.579,0.523,0.520,0.361,0.154
0.141,0.489,0.563,0.000,0.000,0.065,0.246,0.291,0.088,0.186,0.254
0.244,0.531,0.278,0.000,3.000,0.173,0.088,0.530,0.686,0.011,0.008
0.351,0.278,0.442,0.000,3.000,0.027,0.105,0.601,0.649,0.005,0.950
0.347,0.199,0.498,0.000,0.000,0.173,0.035,0.289,0.094,0.164,0.512
0.065,0.396,0.186,0.000,3.000,0.130,0.018,0.603,0.564,0.016,0.153
0.004,0.422,0.687,0.000,2.000,0.195,0.930,0.480,0.504,0.005,0.106
0.084,0.374,0.473,0.000,1.000,0.081,0.053,0.358,0.027,0.120,0.287
0.005,0.530,0.758,0.000,0.000,0.005,0.053,0.291,0.148,0.350,0.402
0.056,0.817,0.206,0.000,3.000,0.162,0.018,0.331,0.644,0.033,0.168
0.002,0.396,0.534,0.000,1.000,0.232,0.316,0.135,0.138,0.109,0.061
0.265,0.670,0.485,0.000,4.000,0.108,0.018,0.342,0.221,0.393,0.281
0.076,0.316,0.688,0.000,4.000,0.076,0.088,0.390,0.196,0.475,0.382
0.063,0.516,0.229,0.000,3.000,0.184,0.140,0.481,0.654,0.022,0.251
0.054,0.620,0.245,0.000,3.000,0.086,0.246,0.372,0.625,0.011,0.439
0.217,0.564,0.217,0.000,3.000,0.168,0.158,0.466,0.652,0.022,0.090
0.074,0.440,0.677,0.000,2.000,0.184,0.439,0.571,0.555,0.060,0.068
0.090,0.499,0.708,0.000,4.000,0.059,0.035,0.095,0.425,0.858,0.331
0.006,0.668,0.674,0.000,4.000,0.205,0.105,0.342,0.547,0.328,0.188
0.074,0.362,0.189,0.000,3.000,0.135,0.211,0.456,0.580,0.011,0.264
0.047,0.501,0.635,0.000,4.000,0.141,0.211,0.497,0.422,0.934,0.653
0.084,0.465,0.788,0.000,2.000,0.232,0.649,0.454,0.571,0.060,0.108
0.086,0.485,0.369,0.000,1.000,0.595,0.246,0.828,0.097,0.049,0.166
0.007,0.544,0.453,0.000,2.000,0.168,0.421,0.592,0.541,0.060,0.038
0.288,0.571,0.554,0.000,0.000,0.092,0.123,0.558,0.138,0.180,0.812
0.032,0.659,0.167,0.000,3.000,0.157,0.140,0.293,0.838,0.011,0.324
0.071,0.900,0.241,0.000,4.000,0.151,0.263,0.186,0.119,0.191,0.213
0.125,0.696,0.532,0.000,4.000,0.119,0.018,0.383,0.267,0.322,0.075
0.051,0.642,0.791,0.000,4.000,0.108,0.175,0.077,0.277,0.481,0.307
0.083,0.579,0.126,0.000,3.000,0.178,0.018,0.471,0.610,0.005,0.130
0.070,0.385,0.261,0.000,3.000,0.135,0.123,0.490,0.834,0.016,0.116
0.226,0.543,0.601,0.000,0.000,0.043,0.246,0.018,0.351,0.355,0.445
0.010,0.302,0.652,0.000,2.000,0.184,0.333,0.462,0.483,0.328,0.110
0.012,0.657,0.553,0.000,4.000,0.341,0.105,0.194,0.291,0.268,0.233
0.130,0.439,0.754,0.000,2.000,0.211,0.456,0.469,0.565,0.033,0.090
0.142,0.692,0.856,0.000,2.000,0.151,0.298,0.393,0.534,0.197,0.121
0.045,0.616,0.698,0.000,0.000,0.038,0.386,0.418,0.110,0.497,0.439
0.066,0.277,0.730,0.000,2.000,0.135,0.316,0.562,0.554,0.087,0.078
0.078,0.468,0.812,0.000,2.000,0.195,0.509,0.581,0.550,0.388,0.140
0.074,0.483,0.691,0.000,0.000,0.016,0.123,0.194,0.032,0.607,0.402
0.107,0.583,0.656,0.000,0.000,0.119,0.018,0.097,0.166,0.339,0.397
0.084,0.546,1.000,0.000,2.000,0.178,0.667,0.496,0.526,0.240,0.076
0.076,0.852,0.612,0.000,2.000,0.324,0.421,0.452,0.550,0.038,0.100
0.070,0.523,0.190,0.000,3.000,0.157,0.018,0.468,0.897,0.016,0.028
0.164,0.455,0.859,0.000,0.000,0.081,0.158,0.006,0.256,0.366,0.445
0.006,0.631,0.562,0.000,0.000,0.119,0.035,0.092,0.108,0.355,0.287
0.049,0.503,0.644,0.000,2.000,0.162,0.404,0.454,0.518,0.109,0.093
0.074,0.191,0.616,0.000,0.000,0.141,0.158,0.055,0.147,0.344,0.530
0.065,0.574,0.708,0.000,3.000,0.151,0.175,0.258,0.526,0.158,0.193
0.006,0.894,0.684,0.000,4.000,0.097,0.193,0.310,0.247,0.393,0.126
0.448,0.437,0.556,0.000,0.000,0.178,0.035,0.212,0.304,0.383,0.498
0.070,0.648,0.198,0.000,3.000,0.092,0.175,0.320,0.853,0.027,0.410
0.146,0.546,0.571,0.000,4.000,0.178,0.123,0.382,0.319,0.322,0.279
0.023,0.723,0.259,0.000,0.000,0.168,0.298,0.573,0.425,0.164,0.892
0.287,0.272,0.482,0.000,4.000,0.232,0.123,0.517,0.432,0.366,0.287
0.050,0.578,0.832,0.000,0.000,0.157,0.140,0.104,0.267,0.415,0.422
0.021,0.275,0.690,0.000,4.000,0.092,0.193,0.212,0.330,0.355,0.066
0.059,0.799,0.455,0.000,4.000,0.141,0.000,0.200,0.223,0.350,0.279
0.003,0.485,0.572,0.000,4.000,0.103,0.070,0.139,0.688,0.639,0.590
0.041,0.311,0.753,0.000,4.000,0.119,0.140,0.303,0.213,0.443,0.075
0.084,0.465,0.763,0.000,2.000,0.205,0.702,0.382,0.592,0.093,0.121
0.202,0.510,0.899,0.000,4.000,0.124,0.228,0.310,0.316,0.383,0.106
0.022,0.134,0.800,0.000,4.000,0.281,0.105,0.153,0.263,0.421,0.282
0.281,0.546,0.523,0.000,2.000,0.059,0.526,0.548,0.522,0.093,0.076
0.081,0.546,0.461,0.000,4.000,0.108,0.316,0.114,0.409,0.093,0.259
0.164,0.488,0.575,0.000,4.000,0.108,0.018,0.025,0.431,0.519,0.287
0.125,0.393,0.362,0.000,0.000,0.070,0.070,0.005,0.084,0.443,0.543
0.078,0.479,0.614,0.000,2.000,0.119,0.404,0.456,0.534,0.383,0.030
0.004,0.552,0.420,0.000,3.000,0.135,0.123,0.259,0.642,0.066,0.238
0.252,0.815,0.686,0.000,4.000,0.205,0.333,0.362,0.458,0.410,0.146
0.077,0.437,0.545,0.000,2.000,0.200,0.439,0.496,0.520,0.142,0.018
0.076,0.517,0.295,0.000,0.000,0.070,0.386,0.014,0.069,0.311,0.395
0.126,0.273,0.773,0.000,4.000,0.173,0.070,0.330,0.430,0.311,0.131
0.001,0.431,0.498,0.000,0.000,0.103,0.088,0.270,0.073,0.268,0.517
0.074,0.312,0.886,0.000,4.000,0.168,0.035,0.373,0.540,0.459,0.269
0.081,0.536,0.773,0.000,0.000,0.108,0.211,0.077,0.310,0.803,0.633
0.475,0.293,0.812,0.000,2.000,0.135,0.263,0.529,0.534,0.284,0.050
0.046,0.717,0.857,0.000,0.000,0.086,0.333,0.174,0.088,0.180,0.733
0.305,0.466,0.601,0.000,0.000,0.005,0.193,0.555,0.028,0.158,0.854
0.084,0.331,0.903,0.000,2.000,0.227,0.877,0.578,0.523,0.120,0.070
0.074,0.549,0.583,0.000,2.000,0.178,0.474,0.539,0.532,0.115,0.093
0.380,0.762,0.618,0.000,2.000,0.141,0.526,0.502,0.529,0.115,0.093
0.071,0.593,0.517,0.000,4.000,0.146,0.053,0.085,0.167,0.317,0.289
0.048,0.649,0.488,0.000,4.000,0.114,0.018,0.286,0.344,0.333,0.262
0.140,0.401,0.564,0.000,4.000,0.211,0.123,0.438,0.443,0.383,0.105
0.059,0.869,0.466,0.000,4.000,0.130,0.368,0.271,0.296,0.355,0.171
0.086,0.316,0.585,0.000,4.000,0.135,0.070,0.221,0.024,0.311,0.058
0.139,0.546,0.096,0.000,0.000,0.076,0.140,0.342,0.101,0.038,0.816
0.065,0.596,0.457,0.000,3.000,0.092,0.070,0.158,0.438,0.022,0.346
0.121,0.367,0.620,0.000,4.000,0.038,0.088,0.044,0.330,0.492,0.251
0.095,0.465,0.782,0.000,4.000,0.103,0.053,0.018,0.296,0.869,0.523
0.055,0.502,0.341,0.000,2.000,0.162,0.351,0.447,0.528,0.005,0.141
0.091,0.591,0.740,0.000,2.000,0.151,0.684,0.460,0.547,0.148,0.083
0.048,0.659,0.758,0.000,2.000,0.319,0.614,0.988,0.004,0.934,0.002
0.074,0.457,0.591,0.000,2.000,0.189,0.386,0.562,0.518,0.077,0.056
0.052,0.503,0.635,0.000,4.000,0.108,0.000,0.271,0.278,0.257,0.248
0.047,0.538,0.032,0.000,0.000,0.005,0.246,0.147,0.247,0.230,0.669
0.050,0.784,0.682,0.000,0.000,0.092,0.035,0.002,0.297,0.443,0.402
0.197,0.550,0.883,0.000,2.000,0.189,0.561,0.442,0.443,0.404,0.018
0.072,0.408,0.606,0.000,2.000,0.200,0.456,0.408,0.565,0.235,0.068
0.057,0.627,0.785,0.000,4.000,0.108,0.281,0.258,0.364,0.317,0.166
0.140,0.213,0.673,0.000,0.000,0.022,0.035,0.312,0.240,0.202,0.422
0.006,0.484,0.493,0.000,4.000,0.205,0.070,0.457,0.203,0.350,0.191
0.264,0.606,0.831,0.000,2.000,0.205,0.368,0.362,0.550,0.355,0.023
0.092,0.628,0.338,0.000,2.000,0.249,0.386,0.334,0.523,0.197,0.193
0.400,0.357,0.503,0.000,0.000,0.076,0.140,0.211,0.159,0.475,0.397
0.002,0.484,0.661,0.000,2.000,0.400,0.614,0.581,0.622,0.240,0.093
0.262,0.513,0.411,0.000,2.000,0.135,1.000,0.422,0.125,0.033,0.158
0.070,0.226,0.060,0.000,3.000,0.108,0.018,0.631,0.959,0.033,0.497
0.093,0.635,0.478,0.000,2.000,0.173,0.789,0.420,0.429,0.383,0.231
0.071,0.461,0.712,0.000,2.000,0.178,0.632,0.432,0.524,0.093,0.111
0.082,0.401,0.877,0.000,2.000,0.200,0.596,0.334,0.579,0.098,0.108
0.086,0.561,0.708,0.000,2.000,0.189,0.404,0.531,0.545,0.104,0.035
0.141,0.548,0.813,0.000,2.000,0.211,0.649,0.496,0.569,0.197,0.033
0.099,0.503,0.681,0.000,4.000,0.081,0.105,0.182,0.427,0.251,0.387
0.105,0.586,0.757,0.000,0.000,0.005,0.193,0.475,0.227,0.301,0.684
0.074,0.690,0.469,0.000,0.000,0.016,0.000,0.785,0.351,0.016,0.983
0.084,0.734,0.909,0.000,4.000,0.157,0.105,0.036,0.409,0.995,0.467
0.088,0.260,0.308,0.000,3.000,0.130,0.053,0.617,0.898,0.011,0.098
0.052,0.564,0.703,0.000,4.000,0.108,0.158,0.109,0.190,0.219,0.116
0.008,0.836,0.065,0.000,0.000,0.054,0.263,0.030,0.551,0.131,0.422
0.074,0.633,0.768,0.000,4.000,0.173,0.158,0.189,0.348,0.760,0.387
0.095,0.541,0.116,0.000,3.000,0.157,0.070,0.515,0.583,0.055,0.023
0.087,0.488,0.245,0.000,3.000,0.157,0.105,0.477,0.818,0.005,0.086
0.117,0.546,0.128,0.000,3.000,0.097,0.140,0.306,0.577,0.098,0.261
0.007,0.352,0.160,0.000,3.000,0.168,0.140,0.548,0.750,0.049,0.005
0.069,0.710,0.640,0.000,2.000,0.092,0.456,0.544,0.524,0.066,0.048
0.283,0.668,0.553,0.000,1.000,0.195,0.421,0.316,0.099,0.158,0.123
0.050,0.571,0.688,0.000,2.000,0.135,0.544,0.271,0.253,0.366,0.191
0.014,0.675,0.429,0.000,2.000,0.151,0.772,0.387,0.598,0.180,0.108
0.210,0.563,0.610,0.000,2.000,0.157,0.351,0.629,0.528,0.126,0.048
0.078,0.609,0.898,0.000,4.000,0.119,0.491,0.070,0.180,0.475,0.150
0.001,0.739,0.491,0.000,0.000,0.054,0.070,0.064,0.203,0.317,0.327
0.062,0.555,0.417,0.000,0.000,0.065,0.211,0.145,0.075,0.098,0.326
0.426,0.405,0.491,0.000,4.000,0.092,0.088,0.193,0.103,0.322,0.259
0.005,0.437,0.644,0.000,0.000,0.108,0.070,0.142,0.075,0.366,0.440
0.003,0.817,0.209,0.000,3.000,0.130,0.088,0.280,0.546,0.082,0.012
0.049,0.367,0.148,0.000,3.000,0.157,0.105,0.128,0.735,0.016,0.311
0.208,0.439,0.803,0.000,4.000,0.303,0.228,0.405,0.284,0.475,0.096
0.068,0.447,0.304,0.000,3.000,0.124,0.263,0.090,0.680,0.213,0.568
0.003,0.588,0.321,0.000,0.000,0.032,0.211,0.211,0.207,0.847,0.500
0.196,0.613,0.187,0.000,1.000,0.849,0.070,0.802,0.062,0.044,0.020
0.115,0.461,0.578,0.000,4.000,0.043,0.070,0.132,0.327,0.317,0.267
0.116,0.361,0.863,0.000,4.000,0.146,0.053,0.077,0.460,0.995,0.432
0.123,0.619,0.552,0.000,4.000,0.130,0.088,0.405,0.145,0.311,0.229
0.062,0.572,0.583,0.000,4.000,0.130,0.175,0.184,0.151,0.383,0.179
0.079,0.522,0.577,0.000,0.000,0.103,0.263,0.075,0.139,0.454,0.412
0.096,0.595,0.609,0.000,4.000,0.076,0.070,0.049,0.235,0.328,0.299
0.115,0.642,0.571,0.000,2.000,0.146,0.474,0.489,0.593,0.082,0.071
0.039,0.449,0.640,0.000,0.000,0.103,0.088,0.263,0.147,0.109,0.287
0.055,0.433,0.205,0.000,3.000,0.135,0.246,0.509,0.566,0.000,0.025
0.214,0.511,0.779,0.000,0.000,0.086,0.211,0.378,0.131,0.486,0.537
0.127,0.155,0.487,0.000,0.000,0.065,0.175,0.051,0.055,0.372,0.412
0.111,0.402,0.432,0.000,0.000,0.081,0.211,0.000,0.620,0.011,0.764
0.120,0.746,0.498,0.000,4.000,0.092,0.281,0.294,0.188,0.339,0.085
0.063,0.405,0.610,0.000,4.000,0.103,0.000,0.039,0.416,0.377,0.223
0.068,0.884,0.333,0.000,4.000,0.059,0.263,0.721,0.561,0.530,0.485
0.079,0.585,0.856,0.000,0.000,0.222,0.211,0.370,0.511,0.366,0.890
0.411,0.438,0.611,0.000,4.000,0.151,0.070,0.046,0.316,0.361,0.267
0.164,0.495,0.572,0.000,4.000,0.011,0.053,0.014,0.321,0.470,0.161
0.405,0.234,0.525,0.000,0.000,0.103,0.281,0.072,0.181,0.541,0.650
0.185,0.678,0.102,0.000,3.000,0.141,0.105,0.449,0.644,0.011,0.025
0.138,0.675,0.529,0.000,2.000,0.243,0.281,0.558,0.543,0.044,0.083
0.077,0.401,0.356,0.000,2.000,0.265,0.351,0.492,0.519,0.126,0.113
0.120,0.461,0.787,0.000,4.000,0.043,0.000,0.014,0.386,0.628,0.389
0.086,0.637,0.611,0.000,2.000,0.222,0.246,0.585,0.513,0.077,0.032
0.065,0.255,0.829,0.000,0.000,0.114,0.211,0.379,0.366,0.514,0.606
0.094,0.627,0.285,0.000,3.000,0.146,0.246,0.504,0.835,0.027,0.015
0.111,0.357,0.629,0.000,4.000,0.151,0.281,0.203,0.365,0.366,0.184
0.024,0.470,0.633,0.000,4.000,0.097,0.193,0.436,0.385,0.317,0.056
0.094,0.556,0.848,0.000,4.000,0.119,0.158,0.174,0.329,0.404,0.140
0.135,0.341,0.123,0.000,3.000,0.114,0.070,0.538,0.612,0.044,0.058
0.067,0.919,0.591,0.000,4.000,0.027,0.035,0.314,0.126,0.350,0.233
0.081,0.431,0.490,0.000,2.000,0.151,0.386,0.439,0.566,0.060,0.171
0.364,0.529,0.855,0.000,4.000,0.162,0.175,0.181,0.472,0.601,0.093
0.086,0.412,0.522,0.000,0.000,0.292,0.053,0.161,0.195,0.350,0.405
0.139,0.270,0.353,0.000,3.000,0.054,0.211,0.268,0.719,0.213,0.120
0.008,0.428,0.587,0.000,4.000,0.049,0.053,0.015,0.190,0.672,0.125
0.131,0.601,0.678,0.000,4.000,0.189,0.175,0.233,0.392,0.361,0.302
0.084,0.722,0.227,0.000,3.000,0.151,0.193,0.547,0.543,0.082,0.101
0.096,0.567,0.628,0.000,0.000,0.146,0.053,0.348,0.300,0.219,0.585
0.084,0.602,0.186,0.000,1.000,0.103,0.018,0.457,0.120,0.055,0.076
0.047,0.461,0.807,0.000,2.000,0.297,0.246,0.558,0.490,0.311,0.063
0.134,0.500,0.374,0.000,0.000,0.081,0.351,0.489,0.140,0.213,0.952
0.412,0.326,0.595,0.000,4.000,0.092,0.053,0.326,0.551,0.607,0.150
0.128,0.523,0.263,0.000,0.000,0.119,0.509,0.120,0.273,0.311,0.429
0.136,0.523,0.441,0.000,0.000,0.108,0.123,0.153,0.181,0.169,0.374
0.053,0.579,0.664,0.000,0.000,0.173,0.018,0.232,0.093,0.158,0.419
0.077,0.329,0.751,0.000,0.000,0.027,0.035,0.190,0.015,0.273,0.382
0.084,0.649,0.874,0.000,2.000,0.422,0.579,0.429,0.550,0.393,0.100
0.009,0.757,0.155,0.000,3.000,0.124,0.211,0.165,0.538,0.016,0.409
0.000,0.630,0.077,0.000,3.000,0.141,0.070,0.546,0.515,0.005,0.068
0.012,0.508,0.659,0.000,4.000,0.086,0.035,0.041,0.330,0.404,0.257
0.058,0.507,0.629,0.000,4.000,0.141,0.351,0.264,0.000,0.475,0.272
0.071,0.894,0.331,0.000,2.000,0.151,0.912,0.520,0.329,0.066,0.040
0.005,0.508,0.485,0.000,1.000,0.254,0.474,0.126,0.074,0.142,0.035
0.128,0.524,0.516,0.000,2.000,0.265,0.404,0.530,0.541,0.005,0.055
0.081,0.397,0.862,0.000,0.000,0.011,0.333,0.385,0.084,0.251,0.467
0.059,0.530,0.822,0.000,2.000,0.151,0.456,0.459,0.438,0.333,0.032
0.188,0.591,0.519,0.000,0.000,0.103,0.070,0.219,0.191,0.208,0.472
0.504,0.548,0.445,0.000,0.000,0.049,0.018,0.193,0.042,0.399,0.444
0.082,0.571,0.274,0.000,3.000,0.141,0.158,0.589,0.588,0.016,0.002
0.134,0.886,0.194,0.000,3.000,0.081,0.035,0.372,0.645,0.038,0.123
0.028,0.325,0.862,0.000,0.000,0.178,0.018,0.279,0.210,0.415,0.472
0.079,0.546,0.629,0.000,4.000,0.070,0.018,0.173,0.227,0.311,0.219
0.153,0.479,0.728,0.000,2.000,0.173,0.509,0.338,0.519,0.148,0.138
0.048,0.587,0.576,0.000,0.000,0.081,0.123,0.093,0.087,0.377,0.545
0.055,0.258,0.614,0.000,0.000,0.108,0.123,0.215,0.128,0.322,0.316
0.101,0.527,0.534,0.000,0.000,0.141,0.070,0.012,0.130,0.404,0.342
0.056,0.659,0.780,0.000,4.000,0.108,0.070,0.036,0.355,0.601,0.392
0.002,0.546,0.352,0.000,3.000,0.162,0.140,0.559,0.522,0.033,0.115
0.055,0.417,0.312,0.000,0.000,0.065,0.281,0.159,0.486,0.202,0.449
0.074,0.500,0.247,0.000,3.000,0.135,0.175,0.495,0.668,0.005,0.261
0.067,0.621,0.621,0.000,0.000,0.222,0.035,0.160,0.231,0.377,0.465
0.063,0.630,0.142,0.000,3.000,0.086,0.140,0.442,0.949,0.082,0.214
0.077,0.640,0.730,0.000,4.000,0.173,0.211,0.467,0.519,0.459,0.189
0.102,0.411,0.852,0.000,2.000,0.205,0.526,0.522,0.529,0.268,0.023
0.025,0.806,0.610,0.000,0.000,0.103,0.175,0.258,0.199,0.443,0.561
0.038,0.622,0.077,0.000,3.000,0.157,0.053,0.496,0.519,0.011,0.166
0.003,0.457,0.756,0.000,4.000,0.130,0.053,0.186,0.259,0.568,0.387
0.158,0.606,0.536,0.000,2.000,0.135,0.298,0.513,0.515,0.077,0.030
0.011,0.781,0.330,0.000,3.000,0.135,0.018,0.492,0.665,0.055,0.173
0.634,0.520,0.855,0.000,4.000,0.151,0.298,0.190,0.324,0.464,0.186
0.079,0.797,0.754,0.000,3.000,0.259,0.263,0.496,0.550,0.137,0.123
0.071,0.676,0.537,0.000,4.000,0.130,0.035,0.113,0.249,0.366,0.224
0.070,0.790,0.111,0.000,3.000,0.146,0.035,0.509,0.966,0.022,0.027
0.074,0.480,0.587,0.000,0.000,0.081,0.053,0.246,0.302,0.317,0.556
0.085,0.564,0.698,0.000,2.000,0.141,0.754,0.559,0.575,0.268,0.100
0.276,0.651,0.685,0.000,0.000,0.086,0.088,0.230,0.194,0.410,0.565
0.090,0.492,0.340,0.000,0.000,0.043,0.105,0.189,0.171,0.322,0.540
